event,epc,temperature,unit,timestamp
temperature_read,300000000017B0,11.00,F,2025-10-06 03:01:24.486073+00:00
temperature_read,300000000017B1,12.20,F,2025-10-06 03:01:24.486350+00:00
temperature_read,300000000017B3,29.70,C,2025-10-06 03:01:24.486861+00:00
temperature_read,300000000017B4,-0.30,C,2025-10-06 03:01:24.487095+00:00
temperature_read,300000000017B5,31.30,C,2025-10-06 03:01:24.487332+00:00
temperature_read,300000000017B9,-6.80,F,2025-10-06 03:01:24.488125+00:00
temperature_read,300000000017BB,-7.80,F,2025-10-06 03:01:24.488585+00:00
temperature_read,300000000017BC,17.30,C,2025-10-06 03:01:24.488814+00:00
temperature_read,300000000017BE,22.30,F,2025-10-06 03:01:24.489254+00:00
temperature_read,300000000017C0,-6.60,F,2025-10-06 03:01:24.489604+00:00
temperature_read,300000000017C2,25.90,C,2025-10-06 03:01:24.490501+00:00
temperature_read,300000000017C4,-3.00,F,2025-10-06 03:01:24.491120+00:00
temperature_read,300000000017C7,27.00,C,2025-10-06 03:01:24.491816+00:00
temperature_read,300000000017C8,-1.10,F,2025-10-06 03:01:24.492018+00:00
temperature_read,300000000017CB,19.50,C,2025-10-06 03:01:24.492723+00:00
temperature_read,300000000017CC,35.60,C,2025-10-06 03:01:24.493001+00:00
temperature_read,300000000017CD,0.60,C,2025-10-06 03:01:24.493217+00:00
temperature_read,300000000017CE,15.10,C,2025-10-06 03:01:24.493573+00:00
temperature_read,300000000017CF,33.60,F,2025-10-06 03:01:24.493799+00:00
temperature_read,300000000017D0,0.90,C,2025-10-06 03:01:24.494114+00:00
temperature_read,300000000017D3,6.50,F,2025-10-06 03:01:24.495248+00:00
temperature_read,300000000017D4,30.00,F,2025-10-06 03:01:24.495621+00:00
temperature_read,300000000017D5,-9.10,C,2025-10-06 03:01:24.495851+00:00
temperature_read,300000000017D6,15.30,F,2025-10-06 03:01:24.496085+00:00
temperature_read,300000000017D7,-8.00,C,2025-10-06 03:01:24.496273+00:00
temperature_read,300000000017D8,33.40,C,2025-10-06 03:01:24.496467+00:00
temperature_read,300000000017D9,14.90,F,2025-10-06 03:01:24.496657+00:00
temperature_read,300000000017DA,36.60,C,2025-10-06 03:01:24.496885+00:00
temperature_read,300000000017DB,-4.70,F,2025-10-06 03:01:24.497110+00:00
temperature_read,300000000017DE,-7.70,C,2025-10-06 03:01:24.497878+00:00
temperature_read,300000000017DF,4.20,C,2025-10-06 03:01:24.498065+00:00
temperature_read,300000000017E1,29.60,C,2025-10-06 03:01:24.498754+00:00
temperature_read,300000000017E2,-1.60,C,2025-10-06 03:01:24.499019+00:00
temperature_read,300000000017E3,-7.70,C,2025-10-06 03:01:24.499256+00:00
temperature_read,300000000017E4,15.90,C,2025-10-06 03:01:24.499576+00:00
temperature_read,300000000017E6,27.30,F,2025-10-06 03:01:24.500034+00:00
temperature_read,300000000017E9,34.30,C,2025-10-06 03:01:24.500579+00:00
temperature_read,300000000017EA,6.00,C,2025-10-06 03:01:24.500801+00:00
temperature_read,300000000017EB,4.20,C,2025-10-06 03:01:24.501056+00:00
temperature_read,300000000017EC,19.80,F,2025-10-06 03:01:24.501382+00:00
temperature_read,300000000017ED,32.40,F,2025-10-06 03:01:24.501597+00:00
temperature_read,300000000017F1,3.80,C,2025-10-06 03:01:24.502812+00:00
temperature_read,300000000017F2,20.70,F,2025-10-06 03:01:24.503120+00:00
temperature_read,300000000017F4,2.40,F,2025-10-06 03:01:24.503602+00:00
temperature_read,300000000017F6,11.60,C,2025-10-06 03:01:24.504172+00:00
temperature_read,300000000017F7,29.40,F,2025-10-06 03:01:24.504375+00:00
temperature_read,300000000017F8,-5.30,F,2025-10-06 03:01:24.504712+00:00
temperature_read,300000000017F9,33.80,F,2025-10-06 03:01:24.504924+00:00
temperature_read,300000000017FA,-3.80,F,2025-10-06 03:01:24.505149+00:00
temperature_read,300000000017FC,13.90,C,2025-10-06 03:01:24.505739+00:00
temperature_read,300000000017FD,-5.00,C,2025-10-06 03:01:24.505958+00:00
temperature_read,300000000017FF,-6.00,F,2025-10-06 03:01:24.506632+00:00
temperature_read,30000000001800,11.00,F,2025-10-06 03:01:24.506947+00:00
temperature_read,30000000001802,38.20,F,2025-10-06 03:01:24.507409+00:00
temperature_read,30000000001804,38.50,C,2025-10-06 03:01:24.507963+00:00
temperature_read,30000000001805,34.00,F,2025-10-06 03:01:24.508190+00:00
temperature_read,30000000001806,16.40,C,2025-10-06 03:01:24.508388+00:00
temperature_read,30000000001807,26.20,F,2025-10-06 03:01:24.508566+00:00
temperature_read,30000000001808,-1.50,C,2025-10-06 03:01:24.508744+00:00
temperature_read,3000000000180A,34.90,F,2025-10-06 03:01:24.509154+00:00
temperature_read,3000000000180B,7.20,F,2025-10-06 03:01:24.509380+00:00
temperature_read,3000000000180C,-0.40,F,2025-10-06 03:01:24.509691+00:00
temperature_read,3000000000180E,24.90,F,2025-10-06 03:01:24.510360+00:00
temperature_read,3000000000180F,1.70,F,2025-10-06 03:01:24.510709+00:00
temperature_read,30000000001810,35.20,C,2025-10-06 03:01:24.511146+00:00
temperature_read,30000000001812,-2.60,F,2025-10-06 03:01:24.511889+00:00
temperature_read,30000000001813,6.90,C,2025-10-06 03:01:24.512187+00:00
temperature_read,30000000001814,9.50,C,2025-10-06 03:01:24.512544+00:00
temperature_read,30000000001815,35.30,F,2025-10-06 03:01:24.512796+00:00
temperature_read,30000000001818,0.80,F,2025-10-06 03:01:24.513448+00:00
temperature_read,30000000001819,29.10,F,2025-10-06 03:01:24.513647+00:00
temperature_read,3000000000181A,-8.80,C,2025-10-06 03:01:24.513881+00:00
temperature_read,3000000000181C,24.40,F,2025-10-06 03:01:24.514565+00:00
temperature_read,3000000000181D,33.50,C,2025-10-06 03:01:24.515048+00:00
temperature_read,3000000000181E,13.00,C,2025-10-06 03:01:24.515416+00:00
temperature_read,3000000000181F,18.60,C,2025-10-06 03:01:24.515696+00:00
temperature_read,30000000001820,-7.30,C,2025-10-06 03:01:24.515905+00:00
temperature_read,30000000001821,26.30,F,2025-10-06 03:01:24.516105+00:00
temperature_read,30000000001822,-6.10,C,2025-10-06 03:01:24.516341+00:00
temperature_read,30000000001823,38.50,C,2025-10-06 03:01:24.516571+00:00
temperature_read,30000000001825,34.10,F,2025-10-06 03:01:24.517124+00:00
temperature_read,30000000001829,12.60,F,2025-10-06 03:01:24.517923+00:00
temperature_read,3000000000182A,20.10,C,2025-10-06 03:01:24.518154+00:00
temperature_read,3000000000182D,11.00,C,2025-10-06 03:01:24.519104+00:00
temperature_read,3000000000182F,31.80,F,2025-10-06 03:01:24.519769+00:00
temperature_read,30000000001830,31.70,F,2025-10-06 03:01:24.519979+00:00
temperature_read,30000000001831,15.90,C,2025-10-06 03:01:24.520178+00:00
temperature_read,30000000001832,-7.00,C,2025-10-06 03:01:24.520417+00:00
temperature_read,30000000001834,36.00,F,2025-10-06 03:01:24.520883+00:00
temperature_read,30000000001835,-8.20,C,2025-10-06 03:01:24.521124+00:00
temperature_read,30000000001836,33.90,F,2025-10-06 03:01:24.521358+00:00
temperature_read,30000000001837,11.80,F,2025-10-06 03:01:24.521539+00:00
temperature_read,30000000001839,14.90,F,2025-10-06 03:01:24.521903+00:00
temperature_read,3000000000183A,-8.10,F,2025-10-06 03:01:24.522134+00:00
temperature_read,3000000000183B,-6.80,F,2025-10-06 03:01:24.522511+00:00
temperature_read,3000000000183D,21.00,C,2025-10-06 03:01:24.523045+00:00
temperature_read,3000000000183E,17.50,F,2025-10-06 03:01:24.523505+00:00
temperature_read,3000000000183F,39.90,C,2025-10-06 03:01:24.523904+00:00
temperature_read,30000000001841,31.10,C,2025-10-06 03:01:24.524535+00:00
temperature_read,30000000001842,13.60,F,2025-10-06 03:01:24.524781+00:00
temperature_read,30000000001844,37.20,C,2025-10-06 03:01:24.525233+00:00
temperature_read,30000000001845,31.20,F,2025-10-06 03:01:24.525525+00:00
temperature_read,30000000001846,13.30,F,2025-10-06 03:01:24.525768+00:00
temperature_read,30000000001848,20.50,C,2025-10-06 03:01:24.526198+00:00
temperature_read,30000000001849,0.20,C,2025-10-06 03:01:24.526482+00:00
temperature_read,3000000000184A,2.50,C,2025-10-06 03:01:24.526746+00:00
temperature_read,3000000000184C,-6.10,F,2025-10-06 03:01:24.527327+00:00
temperature_read,30000000001850,22.90,C,2025-10-06 03:01:24.528736+00:00
temperature_read,30000000001851,-2.10,C,2025-10-06 03:01:24.529011+00:00
temperature_read,30000000001853,1.20,F,2025-10-06 03:01:24.529579+00:00
temperature_read,30000000001855,35.40,C,2025-10-06 03:01:24.530217+00:00
temperature_read,30000000001857,29.60,F,2025-10-06 03:01:24.530857+00:00
temperature_read,30000000001858,-9.50,F,2025-10-06 03:01:24.531178+00:00
temperature_read,3000000000185A,25.30,C,2025-10-06 03:01:24.531828+00:00
temperature_read,3000000000185D,20.30,F,2025-10-06 03:01:24.533096+00:00
temperature_read,3000000000185E,25.80,C,2025-10-06 03:01:24.533316+00:00
temperature_read,3000000000185F,12.40,F,2025-10-06 03:01:24.533496+00:00
temperature_read,30000000001861,-2.40,F,2025-10-06 03:01:24.533865+00:00
temperature_read,30000000001862,36.20,C,2025-10-06 03:01:24.534182+00:00
temperature_read,30000000001863,16.10,F,2025-10-06 03:01:24.534486+00:00
temperature_read,30000000001864,5.30,C,2025-10-06 03:01:24.534737+00:00
temperature_read,30000000001865,3.30,C,2025-10-06 03:01:24.535061+00:00
temperature_read,30000000001867,30.00,F,2025-10-06 03:01:24.535505+00:00
temperature_read,3000000000186A,-6.00,C,2025-10-06 03:01:24.536637+00:00
temperature_read,3000000000186B,33.20,C,2025-10-06 03:01:24.536887+00:00
temperature_read,3000000000186C,38.80,F,2025-10-06 03:01:24.537213+00:00
temperature_read,3000000000186D,1.50,C,2025-10-06 03:01:24.537534+00:00
temperature_read,3000000000186F,35.90,F,2025-10-06 03:01:24.537943+00:00
temperature_read,30000000001870,29.10,C,2025-10-06 03:01:24.538172+00:00
temperature_read,30000000001873,27.70,C,2025-10-06 03:01:24.539001+00:00
temperature_read,30000000001874,16.00,F,2025-10-06 03:01:24.539390+00:00
temperature_read,30000000001875,12.20,F,2025-10-06 03:01:24.539693+00:00
temperature_read,30000000001877,-2.60,C,2025-10-06 03:01:24.540422+00:00
temperature_read,30000000001878,11.90,C,2025-10-06 03:01:24.540638+00:00
temperature_read,3000000000187B,21.10,F,2025-10-06 03:01:24.541370+00:00
temperature_read,3000000000187C,25.60,F,2025-10-06 03:01:24.541689+00:00
