event,epc,temperature,unit,timestamp
temperature_read,3000000000232B,-8.20,F,2025-10-06 03:01:10.129263+00:00
temperature_read,3000000000232D,35.00,F,2025-10-06 03:01:10.129689+00:00
temperature_read,3000000000232E,17.60,C,2025-10-06 03:01:10.129873+00:00
temperature_read,30000000002330,0.10,C,2025-10-06 03:01:10.130262+00:00
temperature_read,30000000002331,37.90,F,2025-10-06 03:01:10.130483+00:00
temperature_read,30000000002332,26.50,F,2025-10-06 03:01:10.130668+00:00
temperature_read,30000000002334,21.70,C,2025-10-06 03:01:10.131028+00:00
temperature_read,30000000002335,17.60,C,2025-10-06 03:01:10.131209+00:00
temperature_read,30000000002336,-3.50,C,2025-10-06 03:01:10.131387+00:00
temperature_read,30000000002337,7.30,C,2025-10-06 03:01:10.131561+00:00
temperature_read,30000000002338,37.80,F,2025-10-06 03:01:10.131746+00:00
temperature_read,3000000000233B,10.90,F,2025-10-06 03:01:10.132306+00:00
temperature_read,3000000000233D,15.30,F,2025-10-06 03:01:10.132683+00:00
temperature_read,3000000000233E,10.70,F,2025-10-06 03:01:10.132863+00:00
temperature_read,3000000000233F,27.20,C,2025-10-06 03:01:10.133121+00:00
temperature_read,30000000002340,38.90,F,2025-10-06 03:01:10.133501+00:00
temperature_read,30000000002344,-4.90,F,2025-10-06 03:01:10.134902+00:00
temperature_read,30000000002346,30.20,C,2025-10-06 03:01:10.135337+00:00
temperature_read,30000000002347,34.40,C,2025-10-06 03:01:10.135527+00:00
temperature_read,30000000002349,-6.80,F,2025-10-06 03:01:10.135999+00:00
temperature_read,3000000000234A,3.90,C,2025-10-06 03:01:10.136189+00:00
temperature_read,3000000000234B,10.30,C,2025-10-06 03:01:10.136431+00:00
temperature_read,3000000000234C,13.70,F,2025-10-06 03:01:10.136760+00:00
temperature_read,3000000000234D,17.00,C,2025-10-06 03:01:10.137045+00:00
temperature_read,3000000000234E,-7.70,C,2025-10-06 03:01:10.137283+00:00
temperature_read,30000000002350,26.20,C,2025-10-06 03:01:10.137819+00:00
temperature_read,30000000002351,1.20,C,2025-10-06 03:01:10.138026+00:00
temperature_read,30000000002352,37.30,F,2025-10-06 03:01:10.138217+00:00
temperature_read,30000000002354,6.70,F,2025-10-06 03:01:10.138683+00:00
temperature_read,30000000002357,9.50,F,2025-10-06 03:01:10.139267+00:00
temperature_read,30000000002358,22.10,C,2025-10-06 03:01:10.139450+00:00
temperature_read,30000000002359,11.20,C,2025-10-06 03:01:10.139635+00:00
temperature_read,3000000000235A,3.10,C,2025-10-06 03:01:10.139815+00:00
temperature_read,3000000000235C,8.90,F,2025-10-06 03:01:10.140191+00:00
temperature_read,3000000000235D,-1.00,C,2025-10-06 03:01:10.140370+00:00
temperature_read,3000000000235E,-8.80,C,2025-10-06 03:01:10.140550+00:00
temperature_read,3000000000235F,6.40,C,2025-10-06 03:01:10.140924+00:00
