event,epc,item_name,sku,price,currency,timestamp
price_lookup,30000000001F12,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.786479+00:00
price_lookup,30000000001F13,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.786893+00:00
price_lookup,30000000001F15,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.787621+00:00
price_lookup,30000000001F18,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.788741+00:00
price_lookup,30000000001F19,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.789123+00:00
price_lookup,30000000001F1C,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.790124+00:00
price_lookup,30000000001F1E,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:01:41.790820+00:00
price_lookup,30000000001F20,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.791494+00:00
price_lookup,30000000001F21,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.791857+00:00
price_lookup,30000000001F29,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.794527+00:00
price_lookup,30000000001F2B,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:01:41.795083+00:00
price_lookup,30000000001F2D,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.795676+00:00
price_lookup,30000000001F31,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:01:41.796788+00:00
price_lookup,30000000001F36,Backpack,BP-1123,79.99,USD,2025-10-06 03:01:41.798324+00:00
price_lookup,30000000001F38,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.798894+00:00
price_lookup,30000000001F3A,Backpack,BP-1123,79.99,USD,2025-10-06 03:01:41.799352+00:00
price_lookup,30000000001F3E,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.800585+00:00
price_lookup,30000000001F42,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.801910+00:00
price_lookup,30000000001F43,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.802123+00:00
price_lookup,30000000001F46,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.802880+00:00
price_lookup,30000000001F47,Backpack,BP-1123,79.99,USD,2025-10-06 03:01:41.803106+00:00
price_lookup,30000000001F48,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.803431+00:00
price_lookup,30000000001F49,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.803708+00:00
price_lookup,30000000001F4B,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.804456+00:00
price_lookup,30000000001F4C,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.804797+00:00
price_lookup,30000000001F52,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.806673+00:00
price_lookup,30000000001F54,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.807241+00:00
price_lookup,30000000001F55,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:01:41.807586+00:00
price_lookup,30000000001F5B,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:01:41.809996+00:00
price_lookup,30000000001F5E,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.810871+00:00
price_lookup,30000000001F68,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.813674+00:00
price_lookup,30000000001F6B,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.814640+00:00
price_lookup,30000000001F6D,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.815413+00:00
price_lookup,30000000001F72,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.816875+00:00
price_lookup,30000000001F79,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.818676+00:00
price_lookup,30000000001F7B,Backpack,BP-1123,79.99,USD,2025-10-06 03:01:41.819062+00:00
price_lookup,30000000001F7D,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.819540+00:00
price_lookup,30000000001F7E,Backpack,BP-1123,79.99,USD,2025-10-06 03:01:41.819790+00:00
price_lookup,30000000001F82,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.820809+00:00
price_lookup,30000000001F83,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.821211+00:00
price_lookup,30000000001F86,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.822074+00:00
price_lookup,30000000001F8B,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:01:41.823668+00:00
price_lookup,30000000001F93,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.826548+00:00
price_lookup,30000000001F95,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.827138+00:00
price_lookup,30000000001F98,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.827829+00:00
price_lookup,30000000001F9C,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.828835+00:00
price_lookup,30000000001F9F,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:01:41.829984+00:00
price_lookup,30000000001FA4,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:01:41.831463+00:00
price_lookup,30000000001FAC,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.833861+00:00
price_lookup,30000000001FAE,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.834366+00:00
price_lookup,30000000001FAF,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:01:41.834570+00:00
price_lookup,30000000001FB2,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:01:41.835246+00:00
price_lookup,30000000001FB5,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:01:41.835954+00:00
