event,epc,temperature,unit,timestamp
temperature_read,300000000025EC,12.10,C,2025-10-06 03:03:35.073034+00:00
temperature_read,300000000025ED,16.30,C,2025-10-06 03:03:35.073314+00:00
temperature_read,300000000025EE,16.80,F,2025-10-06 03:03:35.073562+00:00
temperature_read,300000000025EF,7.30,F,2025-10-06 03:03:35.073792+00:00
temperature_read,300000000025F1,20.60,C,2025-10-06 03:03:35.074358+00:00
temperature_read,300000000025F3,36.00,F,2025-10-06 03:03:35.074833+00:00
temperature_read,300000000025F5,7.40,C,2025-10-06 03:03:35.075269+00:00
temperature_read,300000000025F6,7.90,C,2025-10-06 03:03:35.075519+00:00
temperature_read,300000000025F8,-2.50,F,2025-10-06 03:03:35.076113+00:00
temperature_read,300000000025F9,38.70,F,2025-10-06 03:03:35.076499+00:00
temperature_read,300000000025FB,14.40,F,2025-10-06 03:03:35.077041+00:00
temperature_read,300000000025FC,-6.00,C,2025-10-06 03:03:35.077309+00:00
temperature_read,300000000025FD,35.40,F,2025-10-06 03:03:35.077583+00:00
temperature_read,300000000025FF,8.50,F,2025-10-06 03:03:35.078084+00:00
temperature_read,30000000002602,-5.40,C,2025-10-06 03:03:35.079010+00:00
temperature_read,30000000002603,2.30,C,2025-10-06 03:03:35.079312+00:00
temperature_read,30000000002604,23.30,F,2025-10-06 03:03:35.079543+00:00
temperature_read,30000000002606,19.90,C,2025-10-06 03:03:35.080358+00:00
temperature_read,30000000002607,8.50,C,2025-10-06 03:03:35.080727+00:00
temperature_read,30000000002608,14.60,F,2025-10-06 03:03:35.080983+00:00
temperature_read,3000000000260A,-6.80,F,2025-10-06 03:03:35.081507+00:00
temperature_read,3000000000260B,16.40,C,2025-10-06 03:03:35.081755+00:00
temperature_read,3000000000260D,36.90,F,2025-10-06 03:03:35.082180+00:00
temperature_read,3000000000260F,18.50,F,2025-10-06 03:03:35.082647+00:00
temperature_read,30000000002610,3.90,F,2025-10-06 03:03:35.082975+00:00
temperature_read,30000000002612,1.30,F,2025-10-06 03:03:35.083432+00:00
temperature_read,30000000002613,-6.10,C,2025-10-06 03:03:35.083672+00:00
temperature_read,30000000002614,30.90,C,2025-10-06 03:03:35.083859+00:00
temperature_read,30000000002617,0.10,C,2025-10-06 03:03:35.085391+00:00
temperature_read,30000000002618,-0.20,F,2025-10-06 03:03:35.085896+00:00
temperature_read,30000000002619,-6.00,F,2025-10-06 03:03:35.086196+00:00
temperature_read,3000000000261A,-6.40,F,2025-10-06 03:03:35.086465+00:00
