event,epc,temperature,unit,timestamp
temperature_read,30000000000D09,33.10,C,2025-10-06 03:02:02.497764+00:00
temperature_read,30000000000D0A,12.40,C,2025-10-06 03:02:02.498076+00:00
temperature_read,30000000000D0C,27.70,C,2025-10-06 03:02:02.498592+00:00
temperature_read,30000000000D0D,28.30,C,2025-10-06 03:02:02.498858+00:00
temperature_read,30000000000D0E,34.00,F,2025-10-06 03:02:02.499040+00:00
temperature_read,30000000000D0F,-2.80,C,2025-10-06 03:02:02.499256+00:00
temperature_read,30000000000D10,9.90,F,2025-10-06 03:02:02.499482+00:00
temperature_read,30000000000D11,30.40,C,2025-10-06 03:02:02.499665+00:00
temperature_read,30000000000D13,16.60,C,2025-10-06 03:02:02.500574+00:00
temperature_read,30000000000D14,-1.00,C,2025-10-06 03:02:02.500959+00:00
temperature_read,30000000000D16,11.30,F,2025-10-06 03:02:02.501454+00:00
temperature_read,30000000000D17,40.00,F,2025-10-06 03:02:02.501658+00:00
temperature_read,30000000000D18,2.60,C,2025-10-06 03:02:02.501853+00:00
temperature_read,30000000000D19,21.10,F,2025-10-06 03:02:02.502037+00:00
temperature_read,30000000000D1A,27.20,F,2025-10-06 03:02:02.502218+00:00
temperature_read,30000000000D1C,3.60,C,2025-10-06 03:02:02.502567+00:00
temperature_read,30000000000D1D,9.40,C,2025-10-06 03:02:02.502748+00:00
temperature_read,30000000000D1F,-8.00,F,2025-10-06 03:02:02.503119+00:00
temperature_read,30000000000D22,38.80,F,2025-10-06 03:02:02.503693+00:00
temperature_read,30000000000D23,-5.00,C,2025-10-06 03:02:02.504028+00:00
temperature_read,30000000000D24,2.00,F,2025-10-06 03:02:02.504571+00:00
temperature_read,30000000000D25,31.60,C,2025-10-06 03:02:02.504877+00:00
temperature_read,30000000000D26,26.10,F,2025-10-06 03:02:02.505450+00:00
temperature_read,30000000000D2A,24.60,C,2025-10-06 03:02:02.506742+00:00
temperature_read,30000000000D2B,7.50,F,2025-10-06 03:02:02.507043+00:00
temperature_read,30000000000D2C,22.00,F,2025-10-06 03:02:02.507234+00:00
temperature_read,30000000000D2D,2.90,F,2025-10-06 03:02:02.507427+00:00
temperature_read,30000000000D2F,24.00,C,2025-10-06 03:02:02.507894+00:00
temperature_read,30000000000D30,4.50,F,2025-10-06 03:02:02.511185+00:00
temperature_read,30000000000D31,36.40,C,2025-10-06 03:02:02.511618+00:00
temperature_read,30000000000D32,33.10,F,2025-10-06 03:02:02.511868+00:00
temperature_read,30000000000D33,27.70,F,2025-10-06 03:02:02.512069+00:00
temperature_read,30000000000D34,-5.30,C,2025-10-06 03:02:02.512284+00:00
temperature_read,30000000000D36,38.40,F,2025-10-06 03:02:02.512972+00:00
temperature_read,30000000000D38,-2.00,F,2025-10-06 03:02:02.513511+00:00
temperature_read,30000000000D39,4.80,F,2025-10-06 03:02:02.513715+00:00
temperature_read,30000000000D3A,9.70,F,2025-10-06 03:02:02.513900+00:00
temperature_read,30000000000D3B,-9.70,F,2025-10-06 03:02:02.514080+00:00
temperature_read,30000000000D3D,-0.20,F,2025-10-06 03:02:02.514434+00:00
temperature_read,30000000000D3E,-4.50,C,2025-10-06 03:02:02.514616+00:00
temperature_read,30000000000D3F,30.70,C,2025-10-06 03:02:02.514811+00:00
temperature_read,30000000000D40,38.10,C,2025-10-06 03:02:02.514992+00:00
temperature_read,30000000000D41,25.70,F,2025-10-06 03:02:02.515168+00:00
temperature_read,30000000000D42,16.50,F,2025-10-06 03:02:02.515349+00:00
temperature_read,30000000000D43,10.40,C,2025-10-06 03:02:02.515535+00:00
temperature_read,30000000000D44,19.30,C,2025-10-06 03:02:02.515874+00:00
temperature_read,30000000000D45,15.50,F,2025-10-06 03:02:02.516237+00:00
temperature_read,30000000000D46,10.80,C,2025-10-06 03:02:02.516591+00:00
temperature_read,30000000000D48,16.70,C,2025-10-06 03:02:02.517187+00:00
temperature_read,30000000000D49,2.20,F,2025-10-06 03:02:02.517477+00:00
temperature_read,30000000000D4A,3.90,C,2025-10-06 03:02:02.517777+00:00
temperature_read,30000000000D4C,31.30,C,2025-10-06 03:02:02.518482+00:00
temperature_read,30000000000D4D,32.00,F,2025-10-06 03:02:02.518795+00:00
temperature_read,30000000000D4E,10.70,C,2025-10-06 03:02:02.519052+00:00
temperature_read,30000000000D4F,37.60,F,2025-10-06 03:02:02.519316+00:00
temperature_read,30000000000D50,38.80,C,2025-10-06 03:02:02.519609+00:00
temperature_read,30000000000D51,18.30,C,2025-10-06 03:02:02.519865+00:00
temperature_read,30000000000D52,-4.10,C,2025-10-06 03:02:02.520072+00:00
temperature_read,30000000000D53,8.70,F,2025-10-06 03:02:02.520345+00:00
temperature_read,30000000000D54,12.00,F,2025-10-06 03:02:02.520585+00:00
