event,epc,temperature,unit,timestamp
temperature_read,30000000000CF0,0.50,F,2025-10-06 03:01:13.457780+00:00
temperature_read,30000000000CF4,5.70,C,2025-10-06 03:01:13.458560+00:00
temperature_read,30000000000CF5,7.80,C,2025-10-06 03:01:13.458751+00:00
temperature_read,30000000000CF7,5.80,C,2025-10-06 03:01:13.459115+00:00
temperature_read,30000000000CF8,-3.10,F,2025-10-06 03:01:13.459300+00:00
temperature_read,30000000000CFA,20.20,F,2025-10-06 03:01:13.459664+00:00
temperature_read,30000000000CFB,-7.50,C,2025-10-06 03:01:13.459847+00:00
temperature_read,30000000000CFC,26.70,F,2025-10-06 03:01:13.460029+00:00
temperature_read,30000000000CFE,36.70,F,2025-10-06 03:01:13.460439+00:00
temperature_read,30000000000CFF,12.60,C,2025-10-06 03:01:13.460625+00:00
temperature_read,30000000000D01,4.20,C,2025-10-06 03:01:13.460992+00:00
temperature_read,30000000000D02,27.60,C,2025-10-06 03:01:13.461171+00:00
temperature_read,30000000000D05,12.90,C,2025-10-06 03:01:13.462028+00:00
temperature_read,30000000000D06,30.80,C,2025-10-06 03:01:13.462209+00:00
temperature_read,30000000000D07,17.40,F,2025-10-06 03:01:13.462568+00:00
temperature_read,30000000000D09,0.50,C,2025-10-06 03:01:13.463467+00:00
temperature_read,30000000000D0A,19.70,C,2025-10-06 03:01:13.463912+00:00
temperature_read,30000000000D0C,8.20,F,2025-10-06 03:01:13.464739+00:00
temperature_read,30000000000D0D,-7.40,F,2025-10-06 03:01:13.465129+00:00
temperature_read,30000000000D0F,21.30,C,2025-10-06 03:01:13.465656+00:00
temperature_read,30000000000D12,-6.70,F,2025-10-06 03:01:13.466277+00:00
temperature_read,30000000000D13,35.40,F,2025-10-06 03:01:13.466476+00:00
temperature_read,30000000000D14,10.40,F,2025-10-06 03:01:13.466652+00:00
temperature_read,30000000000D15,17.20,F,2025-10-06 03:01:13.466861+00:00
temperature_read,30000000000D16,23.70,C,2025-10-06 03:01:13.467125+00:00
temperature_read,30000000000D18,33.90,C,2025-10-06 03:01:13.467566+00:00
temperature_read,30000000000D19,19.30,C,2025-10-06 03:01:13.467752+00:00
temperature_read,30000000000D1A,-5.00,C,2025-10-06 03:01:13.467933+00:00
temperature_read,30000000000D1B,29.50,C,2025-10-06 03:01:13.468110+00:00
temperature_read,30000000000D1C,-1.20,F,2025-10-06 03:01:13.468284+00:00
temperature_read,30000000000D1E,-5.70,C,2025-10-06 03:01:13.468636+00:00
temperature_read,30000000000D1F,38.60,C,2025-10-06 03:01:13.468815+00:00
temperature_read,30000000000D20,23.00,C,2025-10-06 03:01:13.468994+00:00
temperature_read,30000000000D21,7.80,F,2025-10-06 03:01:13.469189+00:00
temperature_read,30000000000D22,17.00,F,2025-10-06 03:01:13.469362+00:00
temperature_read,30000000000D23,10.50,F,2025-10-06 03:01:13.469534+00:00
temperature_read,30000000000D24,-3.40,C,2025-10-06 03:01:13.469703+00:00
temperature_read,30000000000D26,1.30,C,2025-10-06 03:01:13.470425+00:00
temperature_read,30000000000D27,36.40,C,2025-10-06 03:01:13.470719+00:00
temperature_read,30000000000D2A,0.90,F,2025-10-06 03:01:13.471441+00:00
temperature_read,30000000000D2B,26.30,F,2025-10-06 03:01:13.471682+00:00
temperature_read,30000000000D2C,19.90,F,2025-10-06 03:01:13.471863+00:00
temperature_read,30000000000D2D,13.70,C,2025-10-06 03:01:13.472045+00:00
temperature_read,30000000000D2E,8.20,C,2025-10-06 03:01:13.472218+00:00
temperature_read,30000000000D2F,18.20,F,2025-10-06 03:01:13.472445+00:00
temperature_read,30000000000D30,29.60,C,2025-10-06 03:01:13.472751+00:00
temperature_read,30000000000D31,2.60,F,2025-10-06 03:01:13.472998+00:00
temperature_read,30000000000D32,30.40,C,2025-10-06 03:01:13.473182+00:00
temperature_read,30000000000D33,9.00,C,2025-10-06 03:01:13.473361+00:00
temperature_read,30000000000D34,29.00,F,2025-10-06 03:01:13.473536+00:00
temperature_read,30000000000D35,25.10,C,2025-10-06 03:01:13.473714+00:00
temperature_read,30000000000D37,15.30,C,2025-10-06 03:01:13.474067+00:00
temperature_read,30000000000D38,31.30,C,2025-10-06 03:01:13.474245+00:00
temperature_read,30000000000D3A,10.50,F,2025-10-06 03:01:13.474652+00:00
temperature_read,30000000000D3B,13.90,C,2025-10-06 03:01:13.474840+00:00
temperature_read,30000000000D3C,-9.60,F,2025-10-06 03:01:13.475017+00:00
temperature_read,30000000000D3E,15.10,F,2025-10-06 03:01:13.475555+00:00
temperature_read,30000000000D3F,39.60,C,2025-10-06 03:01:13.475815+00:00
temperature_read,30000000000D42,13.80,F,2025-10-06 03:01:13.476547+00:00
temperature_read,30000000000D43,39.20,C,2025-10-06 03:01:13.476730+00:00
temperature_read,30000000000D44,6.50,C,2025-10-06 03:01:13.476903+00:00
temperature_read,30000000000D46,7.30,C,2025-10-06 03:01:13.477638+00:00
temperature_read,30000000000D49,22.00,C,2025-10-06 03:01:13.478346+00:00
temperature_read,30000000000D4A,-0.10,C,2025-10-06 03:01:13.478543+00:00
temperature_read,30000000000D4B,-5.30,F,2025-10-06 03:01:13.478765+00:00
temperature_read,30000000000D4C,14.70,F,2025-10-06 03:01:13.479007+00:00
temperature_read,30000000000D4D,-6.50,F,2025-10-06 03:01:13.479231+00:00
temperature_read,30000000000D4E,10.90,C,2025-10-06 03:01:13.479477+00:00
temperature_read,30000000000D53,7.10,C,2025-10-06 03:01:13.480730+00:00
temperature_read,30000000000D56,7.30,C,2025-10-06 03:01:13.481564+00:00
temperature_read,30000000000D5B,3.10,F,2025-10-06 03:01:13.482607+00:00
temperature_read,30000000000D5E,34.80,F,2025-10-06 03:01:13.483308+00:00
temperature_read,30000000000D5F,13.80,C,2025-10-06 03:01:13.483647+00:00
temperature_read,30000000000D60,-5.90,F,2025-10-06 03:01:13.483891+00:00
temperature_read,30000000000D62,26.00,C,2025-10-06 03:01:13.484495+00:00
temperature_read,30000000000D63,-6.00,F,2025-10-06 03:01:13.484720+00:00
temperature_read,30000000000D65,23.40,F,2025-10-06 03:01:13.485100+00:00
temperature_read,30000000000D66,4.30,F,2025-10-06 03:01:13.485281+00:00
temperature_read,30000000000D67,13.50,C,2025-10-06 03:01:13.485580+00:00
temperature_read,30000000000D69,-8.20,C,2025-10-06 03:01:13.486049+00:00
temperature_read,30000000000D6B,15.40,F,2025-10-06 03:01:13.486523+00:00
temperature_read,30000000000D6D,39.50,C,2025-10-06 03:01:13.486926+00:00
temperature_read,30000000000D6E,11.20,F,2025-10-06 03:01:13.487159+00:00
temperature_read,30000000000D6F,10.10,C,2025-10-06 03:01:13.487428+00:00
temperature_read,30000000000D70,32.50,F,2025-10-06 03:01:13.487706+00:00
temperature_read,30000000000D71,2.50,C,2025-10-06 03:01:13.487971+00:00
temperature_read,30000000000D74,12.70,F,2025-10-06 03:01:13.488717+00:00
temperature_read,30000000000D75,22.70,F,2025-10-06 03:01:13.489011+00:00
temperature_read,30000000000D76,16.00,F,2025-10-06 03:01:13.489337+00:00
temperature_read,30000000000D7A,22.10,F,2025-10-06 03:01:13.490645+00:00
temperature_read,30000000000D7B,2.30,F,2025-10-06 03:01:13.490970+00:00
temperature_read,30000000000D7C,30.30,F,2025-10-06 03:01:13.491251+00:00
temperature_read,30000000000D7E,25.90,F,2025-10-06 03:01:13.491893+00:00
temperature_read,30000000000D7F,24.20,F,2025-10-06 03:01:13.492100+00:00
temperature_read,30000000000D80,27.20,F,2025-10-06 03:01:13.492294+00:00
temperature_read,30000000000D82,16.50,F,2025-10-06 03:01:13.492663+00:00
temperature_read,30000000000D85,23.40,C,2025-10-06 03:01:13.493599+00:00
