event,epc,temperature,unit,timestamp
temperature_read,3000000000081C,-3.10,C,2025-10-06 03:02:57.883534+00:00
temperature_read,3000000000081D,18.90,F,2025-10-06 03:02:57.883777+00:00
temperature_read,3000000000081E,14.80,C,2025-10-06 03:02:57.883997+00:00
temperature_read,30000000000820,37.70,C,2025-10-06 03:02:57.884536+00:00
temperature_read,30000000000821,26.10,F,2025-10-06 03:02:57.884714+00:00
temperature_read,30000000000822,0.90,C,2025-10-06 03:02:57.884938+00:00
temperature_read,30000000000823,12.20,C,2025-10-06 03:02:57.885166+00:00
temperature_read,30000000000825,5.80,C,2025-10-06 03:02:57.885743+00:00
temperature_read,30000000000826,21.30,C,2025-10-06 03:02:57.886036+00:00
temperature_read,30000000000827,18.40,F,2025-10-06 03:02:57.886354+00:00
temperature_read,30000000000829,27.60,F,2025-10-06 03:02:57.886938+00:00
temperature_read,3000000000082A,-6.30,F,2025-10-06 03:02:57.887185+00:00
temperature_read,3000000000082B,33.80,F,2025-10-06 03:02:57.887440+00:00
temperature_read,3000000000082E,2.00,C,2025-10-06 03:02:57.888105+00:00
temperature_read,3000000000082F,1.80,C,2025-10-06 03:02:57.888418+00:00
temperature_read,30000000000830,12.60,C,2025-10-06 03:02:57.888637+00:00
temperature_read,30000000000831,36.20,F,2025-10-06 03:02:57.888814+00:00
temperature_read,30000000000832,-5.80,C,2025-10-06 03:02:57.889002+00:00
temperature_read,30000000000833,0.50,F,2025-10-06 03:02:57.889226+00:00
temperature_read,30000000000834,8.40,F,2025-10-06 03:02:57.889401+00:00
temperature_read,30000000000835,38.10,C,2025-10-06 03:02:57.889638+00:00
temperature_read,30000000000837,15.50,C,2025-10-06 03:02:57.890179+00:00
temperature_read,3000000000083C,27.80,C,2025-10-06 03:02:57.891404+00:00
temperature_read,3000000000083F,22.90,C,2025-10-06 03:02:57.892136+00:00
temperature_read,30000000000841,29.50,F,2025-10-06 03:02:57.892537+00:00
temperature_read,30000000000843,33.10,C,2025-10-06 03:02:57.892937+00:00
temperature_read,30000000000844,8.70,C,2025-10-06 03:02:57.893113+00:00
temperature_read,30000000000845,1.20,C,2025-10-06 03:02:57.893342+00:00
temperature_read,30000000000846,7.30,C,2025-10-06 03:02:57.893565+00:00
temperature_read,30000000000847,6.10,F,2025-10-06 03:02:57.893902+00:00
temperature_read,30000000000848,0.80,F,2025-10-06 03:02:57.894135+00:00
temperature_read,3000000000084A,34.70,F,2025-10-06 03:02:57.894619+00:00
temperature_read,3000000000084B,18.00,C,2025-10-06 03:02:57.894851+00:00
temperature_read,3000000000084C,36.60,F,2025-10-06 03:02:57.895028+00:00
temperature_read,3000000000084D,7.20,C,2025-10-06 03:02:57.895260+00:00
temperature_read,30000000000850,34.40,F,2025-10-06 03:02:57.896018+00:00
temperature_read,30000000000852,37.30,F,2025-10-06 03:02:57.896410+00:00
temperature_read,30000000000853,-1.30,F,2025-10-06 03:02:57.896650+00:00
temperature_read,30000000000854,7.10,F,2025-10-06 03:02:57.896832+00:00
temperature_read,30000000000855,20.40,F,2025-10-06 03:02:57.897052+00:00
temperature_read,30000000000856,9.60,C,2025-10-06 03:02:57.897278+00:00
temperature_read,30000000000859,-9.10,C,2025-10-06 03:02:57.897977+00:00
temperature_read,3000000000085A,3.40,F,2025-10-06 03:02:57.898253+00:00
temperature_read,3000000000085B,6.50,F,2025-10-06 03:02:57.898501+00:00
temperature_read,3000000000085C,2.40,C,2025-10-06 03:02:57.898681+00:00
temperature_read,3000000000085D,35.50,F,2025-10-06 03:02:57.898904+00:00
temperature_read,3000000000085E,31.20,F,2025-10-06 03:02:57.899126+00:00
temperature_read,30000000000860,5.20,C,2025-10-06 03:02:57.899651+00:00
temperature_read,30000000000861,1.60,C,2025-10-06 03:02:57.899893+00:00
temperature_read,30000000000862,32.70,F,2025-10-06 03:02:57.900125+00:00
temperature_read,30000000000863,37.90,C,2025-10-06 03:02:57.900353+00:00
temperature_read,30000000000864,29.30,F,2025-10-06 03:02:57.900530+00:00
temperature_read,30000000000865,19.80,C,2025-10-06 03:02:57.900753+00:00
temperature_read,30000000000866,5.90,F,2025-10-06 03:02:57.900973+00:00
temperature_read,30000000000867,10.60,C,2025-10-06 03:02:57.901280+00:00
temperature_read,30000000000868,7.60,F,2025-10-06 03:02:57.901500+00:00
temperature_read,3000000000086A,10.60,C,2025-10-06 03:02:57.901910+00:00
temperature_read,3000000000086B,31.50,C,2025-10-06 03:02:57.902136+00:00
temperature_read,3000000000086C,15.40,C,2025-10-06 03:02:57.902389+00:00
temperature_read,3000000000086D,27.20,C,2025-10-06 03:02:57.902618+00:00
