event,epc,temperature,unit,timestamp
temperature_read,300000000014D6,-7.30,F,2025-10-06 03:03:31.508976+00:00
temperature_read,300000000014D7,27.80,C,2025-10-06 03:03:31.509160+00:00
temperature_read,300000000014D8,39.10,F,2025-10-06 03:03:31.509347+00:00
temperature_read,300000000014DA,-2.00,C,2025-10-06 03:03:31.509707+00:00
temperature_read,300000000014DB,2.60,F,2025-10-06 03:03:31.509888+00:00
temperature_read,300000000014DC,35.40,C,2025-10-06 03:03:31.510063+00:00
temperature_read,300000000014DF,12.60,C,2025-10-06 03:03:31.510602+00:00
temperature_read,300000000014E1,24.60,C,2025-10-06 03:03:31.510958+00:00
temperature_read,300000000014E3,-3.20,C,2025-10-06 03:03:31.511311+00:00
temperature_read,300000000014E5,24.80,C,2025-10-06 03:03:31.511695+00:00
temperature_read,300000000014E7,5.50,C,2025-10-06 03:03:31.512058+00:00
temperature_read,300000000014E8,9.40,C,2025-10-06 03:03:31.512239+00:00
temperature_read,300000000014E9,9.40,F,2025-10-06 03:03:31.512415+00:00
temperature_read,300000000014EA,-3.60,F,2025-10-06 03:03:31.512594+00:00
temperature_read,300000000014ED,30.80,C,2025-10-06 03:03:31.513124+00:00
temperature_read,300000000014EE,4.90,C,2025-10-06 03:03:31.513300+00:00
temperature_read,300000000014EF,10.30,F,2025-10-06 03:03:31.513477+00:00
temperature_read,300000000014F2,14.70,C,2025-10-06 03:03:31.514009+00:00
temperature_read,300000000014F3,1.70,F,2025-10-06 03:03:31.514184+00:00
temperature_read,300000000014F4,6.30,C,2025-10-06 03:03:31.514361+00:00
temperature_read,300000000014F5,-0.80,C,2025-10-06 03:03:31.514534+00:00
temperature_read,300000000014F6,34.10,F,2025-10-06 03:03:31.514714+00:00
temperature_read,300000000014F7,9.30,C,2025-10-06 03:03:31.514892+00:00
temperature_read,300000000014F8,13.20,C,2025-10-06 03:03:31.515072+00:00
temperature_read,300000000014FA,5.20,C,2025-10-06 03:03:31.515429+00:00
temperature_read,300000000014FC,9.50,C,2025-10-06 03:03:31.515813+00:00
temperature_read,300000000014FD,19.40,F,2025-10-06 03:03:31.516138+00:00
temperature_read,30000000001503,19.50,F,2025-10-06 03:03:31.517633+00:00
temperature_read,30000000001504,-0.10,F,2025-10-06 03:03:31.517957+00:00
temperature_read,30000000001506,29.90,F,2025-10-06 03:03:31.518699+00:00
temperature_read,30000000001507,22.20,F,2025-10-06 03:03:31.519032+00:00
temperature_read,30000000001508,25.10,C,2025-10-06 03:03:31.519269+00:00
temperature_read,30000000001509,37.60,F,2025-10-06 03:03:31.519465+00:00
temperature_read,3000000000150A,31.80,F,2025-10-06 03:03:31.519654+00:00
temperature_read,3000000000150B,16.00,C,2025-10-06 03:03:31.519849+00:00
temperature_read,3000000000150C,24.40,F,2025-10-06 03:03:31.520030+00:00
temperature_read,3000000000150D,20.90,F,2025-10-06 03:03:31.520214+00:00
temperature_read,3000000000150E,10.20,F,2025-10-06 03:03:31.520396+00:00
temperature_read,3000000000150F,2.10,F,2025-10-06 03:03:31.520576+00:00
temperature_read,30000000001511,18.00,F,2025-10-06 03:03:31.520944+00:00
temperature_read,30000000001512,20.00,C,2025-10-06 03:03:31.521131+00:00
temperature_read,30000000001513,7.90,F,2025-10-06 03:03:31.521314+00:00
temperature_read,30000000001515,-10.00,F,2025-10-06 03:03:31.521667+00:00
temperature_read,30000000001517,18.30,F,2025-10-06 03:03:31.522029+00:00
temperature_read,30000000001518,34.00,C,2025-10-06 03:03:31.522209+00:00
temperature_read,3000000000151A,15.30,F,2025-10-06 03:03:31.522570+00:00
temperature_read,3000000000151D,24.30,C,2025-10-06 03:03:31.523100+00:00
temperature_read,3000000000151E,8.60,F,2025-10-06 03:03:31.523277+00:00
temperature_read,3000000000151F,-8.40,C,2025-10-06 03:03:31.523459+00:00
temperature_read,30000000001523,-6.30,F,2025-10-06 03:03:31.524975+00:00
temperature_read,30000000001524,38.90,F,2025-10-06 03:03:31.525162+00:00
temperature_read,30000000001525,21.10,F,2025-10-06 03:03:31.525349+00:00
temperature_read,30000000001527,6.10,C,2025-10-06 03:03:31.525713+00:00
temperature_read,30000000001528,30.00,C,2025-10-06 03:03:31.525892+00:00
temperature_read,3000000000152A,38.90,F,2025-10-06 03:03:31.526261+00:00
temperature_read,3000000000152B,37.60,C,2025-10-06 03:03:31.526442+00:00
temperature_read,3000000000152C,-2.50,C,2025-10-06 03:03:31.526619+00:00
temperature_read,3000000000152D,12.50,C,2025-10-06 03:03:31.526792+00:00
temperature_read,3000000000152E,-9.10,C,2025-10-06 03:03:31.526969+00:00
temperature_read,30000000001530,11.10,C,2025-10-06 03:03:31.527324+00:00
temperature_read,30000000001531,6.70,C,2025-10-06 03:03:31.527506+00:00
temperature_read,30000000001534,-7.60,F,2025-10-06 03:03:31.528333+00:00
temperature_read,30000000001537,13.40,F,2025-10-06 03:03:31.529112+00:00
temperature_read,30000000001539,5.00,C,2025-10-06 03:03:31.529636+00:00
temperature_read,3000000000153A,29.00,C,2025-10-06 03:03:31.529883+00:00
temperature_read,3000000000153B,20.10,C,2025-10-06 03:03:31.530115+00:00
temperature_read,3000000000153C,37.50,C,2025-10-06 03:03:31.530304+00:00
temperature_read,3000000000153F,30.00,C,2025-10-06 03:03:31.530859+00:00
temperature_read,30000000001540,10.50,C,2025-10-06 03:03:31.531046+00:00
temperature_read,30000000001543,34.30,F,2025-10-06 03:03:31.531728+00:00
temperature_read,30000000001544,-1.90,F,2025-10-06 03:03:31.532085+00:00
temperature_read,30000000001545,39.70,F,2025-10-06 03:03:31.532404+00:00
temperature_read,30000000001546,24.90,C,2025-10-06 03:03:31.532670+00:00
temperature_read,30000000001548,-8.70,C,2025-10-06 03:03:31.533171+00:00
temperature_read,30000000001549,30.80,F,2025-10-06 03:03:31.533357+00:00
temperature_read,3000000000154A,25.50,F,2025-10-06 03:03:31.534036+00:00
temperature_read,3000000000154B,24.80,F,2025-10-06 03:03:31.534553+00:00
temperature_read,3000000000154C,36.50,C,2025-10-06 03:03:31.534971+00:00
temperature_read,3000000000154D,39.30,F,2025-10-06 03:03:31.535341+00:00
temperature_read,3000000000154E,39.90,C,2025-10-06 03:03:31.535583+00:00
temperature_read,30000000001550,38.90,F,2025-10-06 03:03:31.536132+00:00
temperature_read,30000000001551,31.50,F,2025-10-06 03:03:31.536350+00:00
temperature_read,30000000001552,36.90,C,2025-10-06 03:03:31.536560+00:00
temperature_read,30000000001553,26.50,C,2025-10-06 03:03:31.536765+00:00
temperature_read,30000000001554,1.30,F,2025-10-06 03:03:31.536975+00:00
temperature_read,30000000001555,-9.50,C,2025-10-06 03:03:31.537185+00:00
temperature_read,30000000001556,8.50,F,2025-10-06 03:03:31.537423+00:00
temperature_read,30000000001557,34.30,C,2025-10-06 03:03:31.537622+00:00
