event,epc,temperature,unit,timestamp
temperature_read,30000000001314,-5.90,F,2025-10-06 03:02:19.962420+00:00
temperature_read,30000000001316,23.10,F,2025-10-06 03:02:19.963670+00:00
temperature_read,30000000001317,7.70,F,2025-10-06 03:02:19.963980+00:00
temperature_read,30000000001318,-8.80,C,2025-10-06 03:02:19.964235+00:00
temperature_read,30000000001319,5.00,F,2025-10-06 03:02:19.964485+00:00
temperature_read,3000000000131A,20.40,C,2025-10-06 03:02:19.964878+00:00
temperature_read,3000000000131B,-4.50,C,2025-10-06 03:02:19.965140+00:00
temperature_read,3000000000131C,4.30,F,2025-10-06 03:02:19.965386+00:00
temperature_read,3000000000131E,23.00,C,2025-10-06 03:02:19.965860+00:00
temperature_read,3000000000131F,-0.20,F,2025-10-06 03:02:19.966099+00:00
temperature_read,30000000001321,-6.20,C,2025-10-06 03:02:19.966556+00:00
temperature_read,30000000001322,10.00,F,2025-10-06 03:02:19.966787+00:00
temperature_read,30000000001326,4.10,F,2025-10-06 03:02:19.967924+00:00
temperature_read,30000000001327,13.60,C,2025-10-06 03:02:19.968310+00:00
temperature_read,3000000000132B,-0.40,C,2025-10-06 03:02:19.969239+00:00
temperature_read,3000000000132C,-2.30,F,2025-10-06 03:02:19.969484+00:00
temperature_read,3000000000132D,37.80,F,2025-10-06 03:02:19.969725+00:00
temperature_read,3000000000132F,4.10,C,2025-10-06 03:02:19.970176+00:00
temperature_read,30000000001330,27.70,C,2025-10-06 03:02:19.970397+00:00
temperature_read,30000000001331,14.90,C,2025-10-06 03:02:19.970627+00:00
temperature_read,30000000001332,32.50,F,2025-10-06 03:02:19.970849+00:00
temperature_read,30000000001333,-6.30,C,2025-10-06 03:02:19.971066+00:00
temperature_read,30000000001334,14.70,C,2025-10-06 03:02:19.971282+00:00
temperature_read,30000000001335,-0.10,C,2025-10-06 03:02:19.971510+00:00
temperature_read,30000000001336,11.10,C,2025-10-06 03:02:19.971962+00:00
temperature_read,30000000001337,-5.40,C,2025-10-06 03:02:19.972202+00:00
temperature_read,3000000000133C,32.40,F,2025-10-06 03:02:19.973513+00:00
temperature_read,3000000000133E,1.10,F,2025-10-06 03:02:19.974059+00:00
temperature_read,3000000000133F,24.70,F,2025-10-06 03:02:19.974302+00:00
temperature_read,30000000001340,0.10,C,2025-10-06 03:02:19.974534+00:00
temperature_read,30000000001341,5.70,F,2025-10-06 03:02:19.974742+00:00
temperature_read,30000000001342,31.40,F,2025-10-06 03:02:19.974942+00:00
temperature_read,30000000001345,27.80,C,2025-10-06 03:02:19.975561+00:00
temperature_read,30000000001346,38.60,C,2025-10-06 03:02:19.975775+00:00
temperature_read,30000000001348,8.80,F,2025-10-06 03:02:19.976245+00:00
temperature_read,3000000000134C,8.60,C,2025-10-06 03:02:19.977998+00:00
temperature_read,3000000000134E,34.70,C,2025-10-06 03:02:19.978768+00:00
temperature_read,3000000000134F,12.00,C,2025-10-06 03:02:19.979029+00:00
temperature_read,30000000001350,13.10,F,2025-10-06 03:02:19.979380+00:00
temperature_read,30000000001352,9.60,F,2025-10-06 03:02:19.980288+00:00
temperature_read,30000000001355,9.50,F,2025-10-06 03:02:19.981449+00:00
temperature_read,30000000001357,-6.30,F,2025-10-06 03:02:19.982409+00:00
temperature_read,30000000001359,26.40,F,2025-10-06 03:02:19.983304+00:00
