event,epc,item_name,sku,price,currency,timestamp
price_lookup,30000000000273,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:01.985689+00:00
price_lookup,30000000000274,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:01.985910+00:00
price_lookup,30000000000275,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:01.986152+00:00
price_lookup,3000000000027C,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:01.987635+00:00
price_lookup,30000000000286,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:01.989893+00:00
price_lookup,3000000000028B,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:01.990920+00:00
price_lookup,3000000000028D,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:01.991310+00:00
price_lookup,30000000000290,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:01.991915+00:00
price_lookup,30000000000296,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:01.993190+00:00
price_lookup,3000000000029A,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:01.994036+00:00
price_lookup,3000000000029B,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:01.994239+00:00
price_lookup,3000000000029C,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:01.994544+00:00
price_lookup,3000000000029E,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:01.994959+00:00
price_lookup,300000000002A0,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:01.995370+00:00
price_lookup,300000000002A3,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:01.996306+00:00
price_lookup,300000000002A4,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:01.996510+00:00
price_lookup,300000000002A5,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:01.996710+00:00
price_lookup,300000000002A9,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:01.997573+00:00
price_lookup,300000000002AB,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:01.997984+00:00
price_lookup,300000000002AD,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:01.998393+00:00
price_lookup,300000000002B2,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:01.999405+00:00
price_lookup,300000000002B5,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:02.000015+00:00
price_lookup,300000000002B9,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:02.000806+00:00
price_lookup,300000000002BB,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.001262+00:00
price_lookup,300000000002BF,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.002057+00:00
price_lookup,300000000002C0,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:02.002262+00:00
price_lookup,300000000002C1,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:02.002464+00:00
price_lookup,300000000002C3,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.002884+00:00
price_lookup,300000000002C7,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:02.003800+00:00
price_lookup,300000000002CA,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.004403+00:00
price_lookup,300000000002CB,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.004625+00:00
price_lookup,300000000002D2,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.006120+00:00
price_lookup,300000000002D3,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.006364+00:00
price_lookup,300000000002D9,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.007629+00:00
price_lookup,300000000002DA,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.007831+00:00
price_lookup,300000000002DD,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.008432+00:00
price_lookup,300000000002E1,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.009292+00:00
price_lookup,300000000002E2,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.009501+00:00
price_lookup,300000000002E4,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.009895+00:00
price_lookup,300000000002E5,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.010104+00:00
price_lookup,300000000002E9,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.010915+00:00
price_lookup,300000000002EA,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.011115+00:00
price_lookup,300000000002EB,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:02.011556+00:00
price_lookup,300000000002EF,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.012735+00:00
price_lookup,300000000002F3,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.013690+00:00
price_lookup,300000000002F4,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.013898+00:00
price_lookup,300000000002F5,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.014097+00:00
price_lookup,300000000002F7,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.014505+00:00
price_lookup,300000000002FA,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.015274+00:00
price_lookup,300000000002FB,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.015564+00:00
price_lookup,300000000002FE,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.016312+00:00
price_lookup,300000000002FF,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.016567+00:00
price_lookup,30000000000301,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.017200+00:00
price_lookup,30000000000303,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.017760+00:00
price_lookup,30000000000309,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.019273+00:00
price_lookup,3000000000030A,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.019508+00:00
price_lookup,3000000000030F,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.020581+00:00
price_lookup,30000000000310,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.020807+00:00
price_lookup,30000000000311,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:02.021056+00:00
price_lookup,30000000000314,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.021742+00:00
price_lookup,30000000000319,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.022812+00:00
price_lookup,30000000000322,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.024753+00:00
price_lookup,30000000000326,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.025678+00:00
price_lookup,30000000000327,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.025883+00:00
price_lookup,30000000000328,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.026100+00:00
price_lookup,3000000000032A,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.026550+00:00
price_lookup,30000000000330,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.028143+00:00
price_lookup,30000000000332,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.028582+00:00
price_lookup,30000000000333,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:03:02.028793+00:00
price_lookup,30000000000336,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:03:02.029587+00:00
price_lookup,3000000000033B,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.030588+00:00
price_lookup,3000000000033F,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.031389+00:00
price_lookup,30000000000340,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:03:02.031587+00:00
price_lookup,30000000000341,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:03:02.031799+00:00
price_lookup,30000000000342,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:03:02.032004+00:00
price_lookup,30000000000348,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:03:02.033230+00:00
price_lookup,30000000000349,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:03:02.033436+00:00
price_lookup,3000000000034A,Backpack,BP-1123,79.99,USD,2025-10-06 03:03:02.033633+00:00
