event,epc,temperature,unit,timestamp
temperature_read,30000000002377,33.20,F,2025-10-06 03:01:59.065950+00:00
temperature_read,3000000000237A,-7.50,C,2025-10-06 03:01:59.066607+00:00
temperature_read,3000000000237B,21.80,C,2025-10-06 03:01:59.066829+00:00
temperature_read,3000000000237C,19.30,F,2025-10-06 03:01:59.067018+00:00
temperature_read,3000000000237D,25.10,C,2025-10-06 03:01:59.067203+00:00
temperature_read,3000000000237F,12.70,C,2025-10-06 03:01:59.067799+00:00
temperature_read,30000000002382,9.60,F,2025-10-06 03:01:59.068582+00:00
temperature_read,30000000002384,18.10,C,2025-10-06 03:01:59.069224+00:00
temperature_read,30000000002385,24.60,C,2025-10-06 03:01:59.069558+00:00
temperature_read,30000000002389,18.80,C,2025-10-06 03:01:59.070877+00:00
temperature_read,3000000000238A,14.20,F,2025-10-06 03:01:59.071275+00:00
temperature_read,3000000000238B,18.10,C,2025-10-06 03:01:59.071629+00:00
temperature_read,3000000000238E,16.10,C,2025-10-06 03:01:59.072619+00:00
temperature_read,3000000000238F,-1.30,C,2025-10-06 03:01:59.072983+00:00
temperature_read,30000000002390,31.40,C,2025-10-06 03:01:59.073284+00:00
temperature_read,30000000002391,-2.80,C,2025-10-06 03:01:59.073581+00:00
temperature_read,30000000002392,13.30,F,2025-10-06 03:01:59.073821+00:00
temperature_read,30000000002393,9.60,C,2025-10-06 03:01:59.074027+00:00
temperature_read,30000000002394,11.10,C,2025-10-06 03:01:59.074216+00:00
temperature_read,30000000002395,6.70,F,2025-10-06 03:01:59.074468+00:00
temperature_read,30000000002398,30.90,F,2025-10-06 03:01:59.075103+00:00
temperature_read,30000000002399,-4.20,F,2025-10-06 03:01:59.075333+00:00
temperature_read,3000000000239C,24.20,C,2025-10-06 03:01:59.076331+00:00
temperature_read,3000000000239D,16.80,F,2025-10-06 03:01:59.076593+00:00
temperature_read,3000000000239F,-1.70,F,2025-10-06 03:01:59.077258+00:00
temperature_read,300000000023A0,17.60,C,2025-10-06 03:01:59.077598+00:00
temperature_read,300000000023A1,27.10,F,2025-10-06 03:01:59.077953+00:00
temperature_read,300000000023A2,16.90,F,2025-10-06 03:01:59.078209+00:00
temperature_read,300000000023A5,28.70,F,2025-10-06 03:01:59.078972+00:00
temperature_read,300000000023A6,5.10,C,2025-10-06 03:01:59.079181+00:00
temperature_read,300000000023A8,33.40,F,2025-10-06 03:01:59.079639+00:00
temperature_read,300000000023A9,12.10,C,2025-10-06 03:01:59.079869+00:00
temperature_read,300000000023AA,12.30,F,2025-10-06 03:01:59.080218+00:00
temperature_read,300000000023AB,32.20,F,2025-10-06 03:01:59.080573+00:00
temperature_read,300000000023AC,22.90,C,2025-10-06 03:01:59.080855+00:00
temperature_read,300000000023AF,-8.90,F,2025-10-06 03:01:59.081762+00:00
temperature_read,300000000023B0,28.30,F,2025-10-06 03:01:59.082068+00:00
temperature_read,300000000023B1,13.50,F,2025-10-06 03:01:59.082385+00:00
temperature_read,300000000023B4,10.30,C,2025-10-06 03:01:59.083235+00:00
temperature_read,300000000023B7,3.40,F,2025-10-06 03:01:59.084018+00:00
temperature_read,300000000023B8,36.50,F,2025-10-06 03:01:59.084256+00:00
temperature_read,300000000023BA,27.80,F,2025-10-06 03:01:59.084821+00:00
temperature_read,300000000023BD,31.40,C,2025-10-06 03:01:59.086145+00:00
temperature_read,300000000023BE,-2.20,F,2025-10-06 03:01:59.086495+00:00
temperature_read,300000000023BF,34.00,C,2025-10-06 03:01:59.086893+00:00
temperature_read,300000000023C0,-2.60,F,2025-10-06 03:01:59.087166+00:00
temperature_read,300000000023C1,21.40,F,2025-10-06 03:01:59.087616+00:00
temperature_read,300000000023C3,33.90,C,2025-10-06 03:01:59.088233+00:00
temperature_read,300000000023C4,18.70,F,2025-10-06 03:01:59.088488+00:00
temperature_read,300000000023C5,31.60,F,2025-10-06 03:01:59.088824+00:00
temperature_read,300000000023C6,13.40,C,2025-10-06 03:01:59.089164+00:00
temperature_read,300000000023CA,30.30,F,2025-10-06 03:01:59.090460+00:00
temperature_read,300000000023CB,10.10,F,2025-10-06 03:01:59.090782+00:00
temperature_read,300000000023CD,30.10,C,2025-10-06 03:01:59.091565+00:00
temperature_read,300000000023CE,27.50,C,2025-10-06 03:01:59.091834+00:00
temperature_read,300000000023D2,-5.10,C,2025-10-06 03:01:59.092823+00:00
temperature_read,300000000023D4,29.80,F,2025-10-06 03:01:59.093288+00:00
temperature_read,300000000023D5,29.90,C,2025-10-06 03:01:59.093558+00:00
temperature_read,300000000023D6,7.00,C,2025-10-06 03:01:59.093815+00:00
temperature_read,300000000023D7,19.10,C,2025-10-06 03:01:59.094102+00:00
temperature_read,300000000023D8,31.70,C,2025-10-06 03:01:59.094389+00:00
temperature_read,300000000023D9,-6.40,C,2025-10-06 03:01:59.094692+00:00
temperature_read,300000000023DB,5.00,F,2025-10-06 03:01:59.095231+00:00
temperature_read,300000000023DC,25.40,C,2025-10-06 03:01:59.095424+00:00
temperature_read,300000000023DD,30.40,C,2025-10-06 03:01:59.095664+00:00
