event,epc,temperature,unit,timestamp
temperature_read,300000000006D2,6.20,C,2025-10-06 03:01:20.938299+00:00
temperature_read,300000000006D3,33.40,F,2025-10-06 03:01:20.938488+00:00
temperature_read,300000000006D5,24.60,F,2025-10-06 03:01:20.938858+00:00
temperature_read,300000000006D6,3.50,F,2025-10-06 03:01:20.939036+00:00
temperature_read,300000000006D8,20.00,C,2025-10-06 03:01:20.939395+00:00
temperature_read,300000000006D9,6.10,C,2025-10-06 03:01:20.939573+00:00
temperature_read,300000000006DA,3.00,F,2025-10-06 03:01:20.939750+00:00
temperature_read,300000000006DB,28.40,F,2025-10-06 03:01:20.939936+00:00
temperature_read,300000000006DC,7.70,C,2025-10-06 03:01:20.940120+00:00
temperature_read,300000000006DD,8.10,F,2025-10-06 03:01:20.940304+00:00
temperature_read,300000000006DE,9.90,C,2025-10-06 03:01:20.940479+00:00
temperature_read,300000000006E2,16.20,F,2025-10-06 03:01:20.941207+00:00
temperature_read,300000000006E3,15.80,C,2025-10-06 03:01:20.941390+00:00
temperature_read,300000000006E4,39.40,F,2025-10-06 03:01:20.941567+00:00
temperature_read,300000000006E7,21.50,C,2025-10-06 03:01:20.942098+00:00
temperature_read,300000000006E8,18.50,F,2025-10-06 03:01:20.942300+00:00
temperature_read,300000000006E9,4.70,C,2025-10-06 03:01:20.942496+00:00
temperature_read,300000000006EA,9.70,F,2025-10-06 03:01:20.942695+00:00
temperature_read,300000000006EB,33.30,F,2025-10-06 03:01:20.942878+00:00
temperature_read,300000000006EC,20.30,F,2025-10-06 03:01:20.943057+00:00
temperature_read,300000000006ED,6.50,F,2025-10-06 03:01:20.943238+00:00
temperature_read,300000000006EE,25.20,F,2025-10-06 03:01:20.943421+00:00
temperature_read,300000000006EF,32.50,C,2025-10-06 03:01:20.943604+00:00
temperature_read,300000000006F0,11.30,C,2025-10-06 03:01:20.943784+00:00
temperature_read,300000000006F3,8.20,F,2025-10-06 03:01:20.944323+00:00
temperature_read,300000000006F5,34.70,F,2025-10-06 03:01:20.944687+00:00
temperature_read,300000000006F8,17.30,F,2025-10-06 03:01:20.945212+00:00
temperature_read,300000000006F9,-7.80,F,2025-10-06 03:01:20.945387+00:00
temperature_read,300000000006FA,24.10,C,2025-10-06 03:01:20.945563+00:00
temperature_read,300000000006FC,19.60,F,2025-10-06 03:01:20.945925+00:00
temperature_read,300000000006FD,6.50,C,2025-10-06 03:01:20.946147+00:00
temperature_read,300000000006FE,19.30,C,2025-10-06 03:01:20.946393+00:00
temperature_read,300000000006FF,-1.40,F,2025-10-06 03:01:20.946670+00:00
temperature_read,30000000000700,36.70,F,2025-10-06 03:01:20.946952+00:00
temperature_read,30000000000702,28.60,F,2025-10-06 03:01:20.947418+00:00
temperature_read,30000000000703,-5.20,C,2025-10-06 03:01:20.947603+00:00
temperature_read,30000000000707,5.00,F,2025-10-06 03:01:20.948329+00:00
temperature_read,30000000000708,-4.80,C,2025-10-06 03:01:20.948509+00:00
temperature_read,30000000000709,30.60,C,2025-10-06 03:01:20.948687+00:00
temperature_read,3000000000070C,38.50,F,2025-10-06 03:01:20.949215+00:00
temperature_read,3000000000070D,11.10,C,2025-10-06 03:01:20.949392+00:00
temperature_read,3000000000070F,27.40,C,2025-10-06 03:01:20.949743+00:00
temperature_read,30000000000710,-9.50,F,2025-10-06 03:01:20.949924+00:00
temperature_read,30000000000711,21.60,C,2025-10-06 03:01:20.950099+00:00
temperature_read,30000000000714,39.80,F,2025-10-06 03:01:20.950846+00:00
temperature_read,30000000000715,12.70,F,2025-10-06 03:01:20.951148+00:00
temperature_read,30000000000716,6.70,C,2025-10-06 03:01:20.951439+00:00
temperature_read,30000000000718,8.90,F,2025-10-06 03:01:20.951848+00:00
temperature_read,30000000000719,7.20,F,2025-10-06 03:01:20.952036+00:00
temperature_read,3000000000071A,9.00,F,2025-10-06 03:01:20.952217+00:00
temperature_read,3000000000071B,6.80,C,2025-10-06 03:01:20.952445+00:00
temperature_read,3000000000071C,26.80,F,2025-10-06 03:01:20.952670+00:00
temperature_read,3000000000071D,28.90,F,2025-10-06 03:01:20.952853+00:00
temperature_read,3000000000071E,-7.30,C,2025-10-06 03:01:20.953028+00:00
temperature_read,3000000000071F,19.40,C,2025-10-06 03:01:20.953259+00:00
temperature_read,30000000000720,32.00,F,2025-10-06 03:01:20.953442+00:00
temperature_read,30000000000722,21.70,F,2025-10-06 03:01:20.953801+00:00
temperature_read,30000000000723,12.50,C,2025-10-06 03:01:20.953984+00:00
temperature_read,30000000000725,21.30,F,2025-10-06 03:01:20.954416+00:00
temperature_read,30000000000726,2.10,C,2025-10-06 03:01:20.954668+00:00
temperature_read,30000000000727,29.40,F,2025-10-06 03:01:20.954882+00:00
temperature_read,30000000000728,37.90,F,2025-10-06 03:01:20.955079+00:00
temperature_read,30000000000729,26.90,F,2025-10-06 03:01:20.955265+00:00
temperature_read,3000000000072B,19.50,C,2025-10-06 03:01:20.955672+00:00
temperature_read,3000000000072C,28.70,C,2025-10-06 03:01:20.955853+00:00
temperature_read,3000000000072D,34.00,F,2025-10-06 03:01:20.956038+00:00
temperature_read,3000000000072E,-4.60,F,2025-10-06 03:01:20.956219+00:00
temperature_read,30000000000730,6.40,C,2025-10-06 03:01:20.956583+00:00
temperature_read,30000000000732,-9.40,F,2025-10-06 03:01:20.957045+00:00
temperature_read,30000000000733,29.20,F,2025-10-06 03:01:20.957227+00:00
temperature_read,30000000000734,1.80,F,2025-10-06 03:01:20.957442+00:00
temperature_read,30000000000735,-7.40,C,2025-10-06 03:01:20.957629+00:00
temperature_read,30000000000736,9.00,F,2025-10-06 03:01:20.957849+00:00
temperature_read,3000000000073A,15.30,C,2025-10-06 03:01:20.959018+00:00
temperature_read,3000000000073B,30.80,F,2025-10-06 03:01:20.959315+00:00
temperature_read,3000000000073D,-2.70,C,2025-10-06 03:01:20.959944+00:00
temperature_read,3000000000073F,19.40,C,2025-10-06 03:01:20.960342+00:00
temperature_read,30000000000740,16.00,F,2025-10-06 03:01:20.960526+00:00
temperature_read,30000000000741,-4.10,C,2025-10-06 03:01:20.960706+00:00
temperature_read,30000000000742,-3.10,C,2025-10-06 03:01:20.961022+00:00
temperature_read,30000000000743,21.20,F,2025-10-06 03:01:20.961245+00:00
temperature_read,30000000000745,34.90,C,2025-10-06 03:01:20.961664+00:00
temperature_read,30000000000746,-4.70,F,2025-10-06 03:01:20.961844+00:00
temperature_read,30000000000748,2.30,C,2025-10-06 03:01:20.962208+00:00
temperature_read,30000000000749,28.20,F,2025-10-06 03:01:20.962508+00:00
temperature_read,3000000000074A,16.90,F,2025-10-06 03:01:20.962750+00:00
temperature_read,3000000000074B,26.10,F,2025-10-06 03:01:20.962973+00:00
temperature_read,3000000000074C,31.20,C,2025-10-06 03:01:20.963163+00:00
temperature_read,3000000000074D,27.30,F,2025-10-06 03:01:20.963369+00:00
temperature_read,3000000000074E,32.10,C,2025-10-06 03:01:20.963599+00:00
temperature_read,30000000000750,24.20,C,2025-10-06 03:01:20.963969+00:00
temperature_read,30000000000751,28.60,F,2025-10-06 03:01:20.964153+00:00
temperature_read,30000000000753,27.70,F,2025-10-06 03:01:20.964520+00:00
temperature_read,30000000000755,2.30,C,2025-10-06 03:01:20.964878+00:00
temperature_read,30000000000757,37.80,C,2025-10-06 03:01:20.965536+00:00
temperature_read,30000000000759,12.40,F,2025-10-06 03:01:20.965911+00:00
temperature_read,3000000000075A,39.60,C,2025-10-06 03:01:20.966093+00:00
temperature_read,3000000000075B,-5.70,F,2025-10-06 03:01:20.966302+00:00
temperature_read,3000000000075C,-8.30,F,2025-10-06 03:01:20.966510+00:00
temperature_read,3000000000075E,39.70,F,2025-10-06 03:01:20.966885+00:00
temperature_read,3000000000075F,5.40,F,2025-10-06 03:01:20.967067+00:00
temperature_read,30000000000760,13.80,F,2025-10-06 03:01:20.967250+00:00
temperature_read,30000000000761,20.40,C,2025-10-06 03:01:20.967428+00:00
temperature_read,30000000000762,32.40,F,2025-10-06 03:01:20.967613+00:00
temperature_read,30000000000764,37.20,C,2025-10-06 03:01:20.967977+00:00
temperature_read,30000000000765,4.30,F,2025-10-06 03:01:20.968160+00:00
temperature_read,30000000000766,39.20,C,2025-10-06 03:01:20.968335+00:00
temperature_read,30000000000767,38.80,C,2025-10-06 03:01:20.968512+00:00
temperature_read,30000000000769,8.10,F,2025-10-06 03:01:20.968874+00:00
temperature_read,3000000000076A,14.50,C,2025-10-06 03:01:20.969055+00:00
temperature_read,3000000000076C,-2.40,C,2025-10-06 03:01:20.969424+00:00
temperature_read,3000000000076D,39.50,C,2025-10-06 03:01:20.969604+00:00
temperature_read,3000000000076E,32.10,C,2025-10-06 03:01:20.969780+00:00
temperature_read,30000000000770,16.50,C,2025-10-06 03:01:20.970145+00:00
temperature_read,30000000000771,11.00,C,2025-10-06 03:01:20.970335+00:00
temperature_read,30000000000772,35.60,F,2025-10-06 03:01:20.970521+00:00
temperature_read,30000000000774,14.30,C,2025-10-06 03:01:20.970883+00:00
temperature_read,30000000000776,7.00,F,2025-10-06 03:01:20.971248+00:00
temperature_read,30000000000777,7.20,F,2025-10-06 03:01:20.971427+00:00
temperature_read,30000000000778,28.30,F,2025-10-06 03:01:20.971607+00:00
temperature_read,30000000000779,-9.20,C,2025-10-06 03:01:20.971784+00:00
temperature_read,3000000000077B,-3.80,F,2025-10-06 03:01:20.972137+00:00
temperature_read,3000000000077C,-2.70,F,2025-10-06 03:01:20.972312+00:00
temperature_read,3000000000077E,33.70,C,2025-10-06 03:01:20.972667+00:00
temperature_read,30000000000780,-3.70,C,2025-10-06 03:01:20.973025+00:00
temperature_read,30000000000781,30.80,F,2025-10-06 03:01:20.973202+00:00
temperature_read,30000000000782,-7.20,F,2025-10-06 03:01:20.973414+00:00
temperature_read,30000000000783,33.40,F,2025-10-06 03:01:20.973607+00:00
temperature_read,30000000000785,26.80,C,2025-10-06 03:01:20.974194+00:00
temperature_read,30000000000786,0.20,F,2025-10-06 03:01:20.974519+00:00
temperature_read,30000000000787,35.90,C,2025-10-06 03:01:20.974800+00:00
temperature_read,30000000000788,-8.20,F,2025-10-06 03:01:20.975055+00:00
temperature_read,30000000000789,26.30,F,2025-10-06 03:01:20.975267+00:00
temperature_read,3000000000078B,14.10,C,2025-10-06 03:01:20.975682+00:00
temperature_read,3000000000078C,22.30,C,2025-10-06 03:01:20.975868+00:00
temperature_read,3000000000078D,20.20,F,2025-10-06 03:01:20.976053+00:00
temperature_read,3000000000078F,-0.20,C,2025-10-06 03:01:20.976417+00:00
temperature_read,30000000000790,21.40,F,2025-10-06 03:01:20.976607+00:00
temperature_read,30000000000791,16.30,C,2025-10-06 03:01:20.976789+00:00
temperature_read,30000000000793,5.30,F,2025-10-06 03:01:20.977186+00:00
temperature_read,30000000000795,2.20,C,2025-10-06 03:01:20.977554+00:00
temperature_read,30000000000796,33.50,C,2025-10-06 03:01:20.977738+00:00
temperature_read,30000000000799,20.70,F,2025-10-06 03:01:20.978286+00:00
temperature_read,3000000000079A,-3.80,F,2025-10-06 03:01:20.978485+00:00
temperature_read,3000000000079B,21.60,C,2025-10-06 03:01:20.978718+00:00
temperature_read,3000000000079C,27.80,F,2025-10-06 03:01:20.978950+00:00
temperature_read,3000000000079D,9.10,F,2025-10-06 03:01:20.979153+00:00
temperature_read,3000000000079E,-5.30,F,2025-10-06 03:01:20.979338+00:00
temperature_read,3000000000079F,9.20,F,2025-10-06 03:01:20.979523+00:00
temperature_read,300000000007A0,13.30,C,2025-10-06 03:01:20.979699+00:00
temperature_read,300000000007A1,3.70,C,2025-10-06 03:01:20.979879+00:00
temperature_read,300000000007A2,7.80,C,2025-10-06 03:01:20.980061+00:00
temperature_read,300000000007A3,33.40,F,2025-10-06 03:01:20.980240+00:00
temperature_read,300000000007A4,36.70,C,2025-10-06 03:01:20.980416+00:00
temperature_read,300000000007A9,7.50,C,2025-10-06 03:01:20.982261+00:00
temperature_read,300000000007AA,4.40,F,2025-10-06 03:01:20.982586+00:00
temperature_read,300000000007AB,26.40,F,2025-10-06 03:01:20.982933+00:00
temperature_read,300000000007AD,39.80,F,2025-10-06 03:01:20.983479+00:00
temperature_read,300000000007B0,17.70,C,2025-10-06 03:01:20.984174+00:00
temperature_read,300000000007B1,22.30,F,2025-10-06 03:01:20.984364+00:00
temperature_read,300000000007B3,8.00,C,2025-10-06 03:01:20.984744+00:00
temperature_read,300000000007B4,34.70,C,2025-10-06 03:01:20.984924+00:00
temperature_read,300000000007B7,-8.10,C,2025-10-06 03:01:20.985477+00:00
temperature_read,300000000007B8,37.90,F,2025-10-06 03:01:20.985660+00:00
temperature_read,300000000007B9,28.10,C,2025-10-06 03:01:20.985840+00:00
temperature_read,300000000007BB,29.70,C,2025-10-06 03:01:20.986202+00:00
temperature_read,300000000007BD,25.20,F,2025-10-06 03:01:20.986789+00:00
temperature_read,300000000007BE,2.10,C,2025-10-06 03:01:20.987013+00:00
temperature_read,300000000007C0,10.50,C,2025-10-06 03:01:20.987397+00:00
temperature_read,300000000007C1,30.30,C,2025-10-06 03:01:20.987584+00:00
temperature_read,300000000007C2,38.60,F,2025-10-06 03:01:20.987764+00:00
temperature_read,300000000007C3,-2.20,C,2025-10-06 03:01:20.987946+00:00
temperature_read,300000000007C5,23.90,F,2025-10-06 03:01:20.988312+00:00
temperature_read,300000000007C8,34.00,F,2025-10-06 03:01:20.988883+00:00
temperature_read,300000000007C9,21.40,F,2025-10-06 03:01:20.989061+00:00
temperature_read,300000000007CA,38.10,F,2025-10-06 03:01:20.989249+00:00
temperature_read,300000000007CB,-2.90,F,2025-10-06 03:01:20.989430+00:00
temperature_read,300000000007CE,-4.50,C,2025-10-06 03:01:20.989969+00:00
temperature_read,300000000007CF,-1.80,F,2025-10-06 03:01:20.990147+00:00
temperature_read,300000000007D0,8.10,C,2025-10-06 03:01:20.990355+00:00
temperature_read,300000000007D1,18.20,F,2025-10-06 03:01:20.990552+00:00
temperature_read,300000000007D2,-5.00,C,2025-10-06 03:01:20.990743+00:00
temperature_read,300000000007D4,6.30,F,2025-10-06 03:01:20.991111+00:00
temperature_read,300000000007D5,36.90,F,2025-10-06 03:01:20.991292+00:00
temperature_read,300000000007D6,38.00,C,2025-10-06 03:01:20.991469+00:00
temperature_read,300000000007D7,38.90,F,2025-10-06 03:01:20.991646+00:00
temperature_read,300000000007D8,38.90,C,2025-10-06 03:01:20.991822+00:00
temperature_read,300000000007D9,37.30,C,2025-10-06 03:01:20.992004+00:00
temperature_read,300000000007DA,0.20,F,2025-10-06 03:01:20.992181+00:00
temperature_read,300000000007DC,37.60,C,2025-10-06 03:01:20.992533+00:00
temperature_read,300000000007DD,20.00,F,2025-10-06 03:01:20.992709+00:00
temperature_read,300000000007DE,-8.90,C,2025-10-06 03:01:20.992882+00:00
temperature_read,300000000007DF,-9.30,C,2025-10-06 03:01:20.993057+00:00
temperature_read,300000000007E0,35.50,F,2025-10-06 03:01:20.993234+00:00
temperature_read,300000000007E1,33.70,F,2025-10-06 03:01:20.993415+00:00
temperature_read,300000000007E2,-5.90,F,2025-10-06 03:01:20.993590+00:00
temperature_read,300000000007E5,-3.40,F,2025-10-06 03:01:20.994168+00:00
temperature_read,300000000007E6,12.20,F,2025-10-06 03:01:20.994373+00:00
temperature_read,300000000007E7,-2.30,F,2025-10-06 03:01:20.994567+00:00
temperature_read,300000000007E8,36.40,F,2025-10-06 03:01:20.994749+00:00
temperature_read,300000000007E9,12.70,F,2025-10-06 03:01:20.994928+00:00
temperature_read,300000000007EA,-3.00,C,2025-10-06 03:01:20.995104+00:00
temperature_read,300000000007EC,11.10,F,2025-10-06 03:01:20.995459+00:00
temperature_read,300000000007ED,3.10,F,2025-10-06 03:01:20.995636+00:00
temperature_read,300000000007EE,-1.30,F,2025-10-06 03:01:20.995813+00:00
temperature_read,300000000007EF,22.20,C,2025-10-06 03:01:20.995992+00:00
temperature_read,300000000007F0,26.30,C,2025-10-06 03:01:20.996170+00:00
temperature_read,300000000007F1,-9.00,C,2025-10-06 03:01:20.996655+00:00
temperature_read,300000000007F2,24.40,C,2025-10-06 03:01:20.996955+00:00
temperature_read,300000000007F4,4.10,C,2025-10-06 03:01:20.997501+00:00
temperature_read,300000000007F7,17.00,C,2025-10-06 03:01:20.998326+00:00
temperature_read,300000000007F9,27.60,C,2025-10-06 03:01:20.999175+00:00
temperature_read,300000000007FA,4.90,C,2025-10-06 03:01:20.999525+00:00
temperature_read,300000000007FB,-1.10,F,2025-10-06 03:01:20.999931+00:00
temperature_read,300000000007FC,-5.80,C,2025-10-06 03:01:21.000178+00:00
temperature_read,300000000007FD,-2.80,F,2025-10-06 03:01:21.000414+00:00
temperature_read,300000000007FF,14.10,C,2025-10-06 03:01:21.000860+00:00
temperature_read,30000000000800,10.20,C,2025-10-06 03:01:21.001121+00:00
temperature_read,30000000000801,21.90,C,2025-10-06 03:01:21.001373+00:00
temperature_read,30000000000805,19.40,C,2025-10-06 03:01:21.002357+00:00
temperature_read,30000000000808,37.60,F,2025-10-06 03:01:21.003072+00:00
temperature_read,30000000000809,7.80,C,2025-10-06 03:01:21.003287+00:00
temperature_read,3000000000080A,-9.40,C,2025-10-06 03:01:21.003501+00:00
temperature_read,3000000000080C,15.80,F,2025-10-06 03:01:21.003940+00:00
