event,epc,temperature,unit,timestamp
temperature_read,30000000001856,26.70,C,2025-10-06 03:02:37.178467+00:00
temperature_read,30000000001857,-5.80,F,2025-10-06 03:02:37.178653+00:00
temperature_read,30000000001858,28.90,C,2025-10-06 03:02:37.178895+00:00
temperature_read,3000000000185A,-6.90,F,2025-10-06 03:02:37.179478+00:00
temperature_read,3000000000185D,9.90,F,2025-10-06 03:02:37.180225+00:00
temperature_read,3000000000185E,23.20,C,2025-10-06 03:02:37.180417+00:00
temperature_read,30000000001860,25.10,F,2025-10-06 03:02:37.180788+00:00
temperature_read,30000000001861,38.00,C,2025-10-06 03:02:37.180975+00:00
temperature_read,30000000001863,28.50,F,2025-10-06 03:02:37.181348+00:00
temperature_read,30000000001864,39.40,C,2025-10-06 03:02:37.181532+00:00
temperature_read,30000000001866,12.30,F,2025-10-06 03:02:37.181896+00:00
temperature_read,30000000001867,13.70,C,2025-10-06 03:02:37.182072+00:00
temperature_read,3000000000186A,32.20,F,2025-10-06 03:02:37.182670+00:00
temperature_read,3000000000186B,-1.90,C,2025-10-06 03:02:37.182853+00:00
temperature_read,3000000000186F,26.10,F,2025-10-06 03:02:37.183888+00:00
temperature_read,30000000001870,22.70,C,2025-10-06 03:02:37.184110+00:00
temperature_read,30000000001871,-7.40,F,2025-10-06 03:02:37.184332+00:00
temperature_read,30000000001872,17.20,C,2025-10-06 03:02:37.184558+00:00
temperature_read,30000000001873,10.70,C,2025-10-06 03:02:37.184784+00:00
temperature_read,30000000001874,-5.10,F,2025-10-06 03:02:37.185009+00:00
temperature_read,30000000001875,-4.00,C,2025-10-06 03:02:37.185226+00:00
temperature_read,3000000000187A,23.70,C,2025-10-06 03:02:37.186851+00:00
temperature_read,3000000000187B,-0.40,F,2025-10-06 03:02:37.187046+00:00
temperature_read,3000000000187C,27.70,F,2025-10-06 03:02:37.187316+00:00
temperature_read,3000000000187D,3.50,C,2025-10-06 03:02:37.187776+00:00
temperature_read,3000000000187F,4.40,F,2025-10-06 03:02:37.188402+00:00
temperature_read,30000000001880,5.50,C,2025-10-06 03:02:37.188685+00:00
temperature_read,30000000001881,11.90,F,2025-10-06 03:02:37.188976+00:00
temperature_read,30000000001882,14.10,F,2025-10-06 03:02:37.189207+00:00
temperature_read,30000000001883,2.00,C,2025-10-06 03:02:37.189407+00:00
temperature_read,30000000001884,39.20,F,2025-10-06 03:02:37.189598+00:00
temperature_read,30000000001885,4.30,C,2025-10-06 03:02:37.189783+00:00
