event,epc,temperature,unit,timestamp
temperature_read,30000000000FC7,17.20,C,2025-10-06 03:03:38.802286+00:00
temperature_read,30000000000FC8,-8.90,C,2025-10-06 03:03:38.802464+00:00
temperature_read,30000000000FC9,-0.30,F,2025-10-06 03:03:38.802642+00:00
temperature_read,30000000000FCB,28.60,C,2025-10-06 03:03:38.802997+00:00
temperature_read,30000000000FCC,-6.50,C,2025-10-06 03:03:38.803169+00:00
temperature_read,30000000000FCE,11.90,F,2025-10-06 03:03:38.803521+00:00
temperature_read,30000000000FCF,39.40,C,2025-10-06 03:03:38.803713+00:00
temperature_read,30000000000FD0,-0.10,C,2025-10-06 03:03:38.803897+00:00
temperature_read,30000000000FD1,-6.50,F,2025-10-06 03:03:38.804073+00:00
temperature_read,30000000000FD2,17.40,C,2025-10-06 03:03:38.804295+00:00
temperature_read,30000000000FD3,-5.70,C,2025-10-06 03:03:38.804485+00:00
temperature_read,30000000000FD4,-7.30,C,2025-10-06 03:03:38.804662+00:00
temperature_read,30000000000FD6,-1.00,C,2025-10-06 03:03:38.805029+00:00
temperature_read,30000000000FD7,3.50,F,2025-10-06 03:03:38.805213+00:00
temperature_read,30000000000FD8,33.00,F,2025-10-06 03:03:38.805387+00:00
temperature_read,30000000000FD9,16.40,F,2025-10-06 03:03:38.805566+00:00
temperature_read,30000000000FDB,10.60,F,2025-10-06 03:03:38.805919+00:00
temperature_read,30000000000FDD,5.10,C,2025-10-06 03:03:38.806268+00:00
temperature_read,30000000000FDE,22.50,F,2025-10-06 03:03:38.806446+00:00
temperature_read,30000000000FDF,6.20,F,2025-10-06 03:03:38.806625+00:00
temperature_read,30000000000FE1,28.00,F,2025-10-06 03:03:38.806981+00:00
temperature_read,30000000000FE3,15.60,C,2025-10-06 03:03:38.807836+00:00
temperature_read,30000000000FE4,16.10,C,2025-10-06 03:03:38.808238+00:00
temperature_read,30000000000FE6,31.20,F,2025-10-06 03:03:38.808769+00:00
temperature_read,30000000000FE7,-1.90,F,2025-10-06 03:03:38.809036+00:00
temperature_read,30000000000FE8,28.20,F,2025-10-06 03:03:38.809296+00:00
temperature_read,30000000000FE9,5.80,C,2025-10-06 03:03:38.809528+00:00
temperature_read,30000000000FEB,27.40,C,2025-10-06 03:03:38.810054+00:00
temperature_read,30000000000FEC,10.70,C,2025-10-06 03:03:38.810294+00:00
temperature_read,30000000000FED,35.90,F,2025-10-06 03:03:38.810522+00:00
temperature_read,30000000000FEE,5.20,C,2025-10-06 03:03:38.810766+00:00
temperature_read,30000000000FF0,-1.10,F,2025-10-06 03:03:38.811231+00:00
temperature_read,30000000000FF1,3.50,F,2025-10-06 03:03:38.811434+00:00
temperature_read,30000000000FF3,29.60,C,2025-10-06 03:03:38.811842+00:00
temperature_read,30000000000FF4,8.70,C,2025-10-06 03:03:38.812023+00:00
temperature_read,30000000000FF5,13.70,C,2025-10-06 03:03:38.812200+00:00
temperature_read,30000000000FF8,9.40,F,2025-10-06 03:03:38.812740+00:00
temperature_read,30000000000FF9,-9.30,C,2025-10-06 03:03:38.812922+00:00
temperature_read,30000000000FFA,5.00,F,2025-10-06 03:03:38.813102+00:00
temperature_read,30000000000FFB,23.60,C,2025-10-06 03:03:38.813285+00:00
temperature_read,30000000000FFC,17.50,C,2025-10-06 03:03:38.813505+00:00
temperature_read,30000000000FFD,9.50,F,2025-10-06 03:03:38.813737+00:00
temperature_read,30000000000FFF,4.50,F,2025-10-06 03:03:38.814109+00:00
temperature_read,30000000001003,18.60,C,2025-10-06 03:03:38.814834+00:00
temperature_read,30000000001004,12.30,C,2025-10-06 03:03:38.815008+00:00
temperature_read,30000000001005,14.40,C,2025-10-06 03:03:38.815184+00:00
temperature_read,30000000001008,-7.40,C,2025-10-06 03:03:38.815781+00:00
