event,epc,item_name,sku,price,currency,timestamp
price_lookup,300000000013A5,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:29.196048+00:00
price_lookup,300000000013A6,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:29.196312+00:00
price_lookup,300000000013A8,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.196821+00:00
price_lookup,300000000013AD,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.198003+00:00
price_lookup,300000000013AE,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:29.198491+00:00
price_lookup,300000000013B3,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.199800+00:00
price_lookup,300000000013B7,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.200713+00:00
price_lookup,300000000013BC,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.201864+00:00
price_lookup,300000000013BD,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:29.202261+00:00
price_lookup,300000000013BE,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:29.202619+00:00
price_lookup,300000000013C0,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:29.203063+00:00
price_lookup,300000000013C2,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.203446+00:00
price_lookup,300000000013C3,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:29.203628+00:00
price_lookup,300000000013C8,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:29.204660+00:00
price_lookup,300000000013C9,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.204956+00:00
price_lookup,300000000013CE,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:29.206250+00:00
price_lookup,300000000013D4,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:29.207647+00:00
price_lookup,300000000013DC,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:29.209103+00:00
price_lookup,300000000013DD,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.209332+00:00
price_lookup,300000000013DF,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:29.209895+00:00
price_lookup,300000000013E9,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:29.212299+00:00
price_lookup,300000000013EA,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:29.212524+00:00
price_lookup,300000000013EE,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:29.213448+00:00
price_lookup,300000000013F0,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.213935+00:00
price_lookup,300000000013F1,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:29.214119+00:00
price_lookup,300000000013F5,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.214852+00:00
price_lookup,300000000013F8,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.215397+00:00
price_lookup,300000000013FB,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.215930+00:00
price_lookup,300000000013FD,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:29.216295+00:00
price_lookup,30000000001408,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:29.218297+00:00
price_lookup,3000000000140E,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:29.219496+00:00
price_lookup,30000000001412,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:29.220307+00:00
price_lookup,30000000001413,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:29.220541+00:00
price_lookup,3000000000141D,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:29.223178+00:00
price_lookup,30000000001420,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:29.223875+00:00
