event,epc,item_name,sku,price,currency,timestamp
price_lookup,300000000008A7,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.918450+00:00
price_lookup,300000000008A8,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.918629+00:00
price_lookup,300000000008A9,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.918810+00:00
price_lookup,300000000008AC,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.919334+00:00
price_lookup,300000000008B2,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.920435+00:00
price_lookup,300000000008BA,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.921848+00:00
price_lookup,300000000008BB,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.922026+00:00
price_lookup,300000000008BD,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.922381+00:00
price_lookup,300000000008C2,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.923323+00:00
price_lookup,300000000008C3,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.923565+00:00
price_lookup,300000000008C6,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.924401+00:00
price_lookup,300000000008C9,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.925206+00:00
price_lookup,300000000008CC,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.925836+00:00
price_lookup,300000000008CE,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.926214+00:00
price_lookup,300000000008D0,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.926633+00:00
price_lookup,300000000008D2,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.926992+00:00
price_lookup,300000000008DF,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.929284+00:00
price_lookup,300000000008E2,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.929799+00:00
price_lookup,300000000008E3,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.929981+00:00
price_lookup,300000000008E7,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.930713+00:00
price_lookup,300000000008E8,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.930889+00:00
price_lookup,300000000008E9,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.931067+00:00
price_lookup,300000000008F3,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.933246+00:00
price_lookup,300000000008F4,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.933481+00:00
price_lookup,300000000008F5,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.933666+00:00
price_lookup,300000000008F7,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.934038+00:00
price_lookup,300000000008FA,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.934598+00:00
price_lookup,30000000000901,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.935837+00:00
price_lookup,3000000000090A,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.937412+00:00
price_lookup,30000000000914,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.939223+00:00
price_lookup,30000000000916,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.939579+00:00
price_lookup,3000000000091A,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.941320+00:00
price_lookup,3000000000091C,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.941811+00:00
price_lookup,30000000000920,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.943266+00:00
price_lookup,30000000000921,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.943567+00:00
price_lookup,30000000000925,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.944836+00:00
price_lookup,30000000000926,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.945063+00:00
price_lookup,3000000000092A,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.946022+00:00
price_lookup,3000000000092C,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.946642+00:00
price_lookup,3000000000092E,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.947087+00:00
price_lookup,30000000000930,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.947580+00:00
price_lookup,30000000000931,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.948021+00:00
price_lookup,30000000000934,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.949022+00:00
price_lookup,30000000000938,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.950578+00:00
price_lookup,30000000000939,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.951016+00:00
price_lookup,3000000000093A,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.951535+00:00
price_lookup,3000000000093C,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.952409+00:00
price_lookup,3000000000093D,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.952670+00:00
price_lookup,3000000000093F,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.953309+00:00
price_lookup,30000000000941,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.953939+00:00
price_lookup,30000000000942,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.954302+00:00
price_lookup,30000000000944,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.955070+00:00
price_lookup,30000000000945,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.955367+00:00
price_lookup,3000000000094B,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.958128+00:00
price_lookup,3000000000094C,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.958382+00:00
price_lookup,3000000000094E,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.958868+00:00
price_lookup,30000000000950,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.959234+00:00
price_lookup,30000000000953,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.959768+00:00
price_lookup,30000000000956,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.960508+00:00
price_lookup,30000000000958,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.961287+00:00
price_lookup,3000000000095B,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.962201+00:00
price_lookup,3000000000095E,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.963019+00:00
price_lookup,30000000000961,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.963564+00:00
price_lookup,30000000000963,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.963981+00:00
price_lookup,30000000000965,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.964569+00:00
price_lookup,30000000000967,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.965160+00:00
price_lookup,3000000000096D,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.966636+00:00
price_lookup,3000000000096E,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.966871+00:00
price_lookup,3000000000096F,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.967162+00:00
price_lookup,30000000000973,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.967926+00:00
price_lookup,30000000000974,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.968107+00:00
price_lookup,30000000000975,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.968286+00:00
price_lookup,30000000000978,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.969082+00:00
price_lookup,30000000000979,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.969364+00:00
price_lookup,3000000000097A,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.969594+00:00
price_lookup,3000000000097B,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.969796+00:00
price_lookup,3000000000097F,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.970630+00:00
price_lookup,30000000000981,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.970992+00:00
price_lookup,30000000000983,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.971821+00:00
price_lookup,30000000000984,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.972090+00:00
price_lookup,30000000000988,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.973232+00:00
price_lookup,3000000000098A,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:05:36.973764+00:00
price_lookup,3000000000098D,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.974539+00:00
price_lookup,3000000000098F,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.975029+00:00
price_lookup,30000000000995,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.976736+00:00
price_lookup,30000000000997,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.977593+00:00
price_lookup,3000000000099B,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:05:36.978774+00:00
price_lookup,3000000000099D,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.979543+00:00
price_lookup,3000000000099E,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:05:36.980003+00:00
price_lookup,3000000000099F,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.980310+00:00
price_lookup,300000000009A5,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.982652+00:00
price_lookup,300000000009A6,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.983026+00:00
price_lookup,300000000009AB,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.984533+00:00
price_lookup,300000000009AE,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.985426+00:00
price_lookup,300000000009B6,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.988531+00:00
price_lookup,300000000009BA,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.989687+00:00
price_lookup,300000000009BB,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:05:36.989996+00:00
price_lookup,300000000009BC,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:05:36.990225+00:00
price_lookup,300000000009BD,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.990630+00:00
price_lookup,300000000009BE,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:05:36.990926+00:00
price_lookup,300000000009C1,Backpack,BP-1123,79.99,USD,2025-10-06 03:05:36.991622+00:00
price_lookup,300000000009C2,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:05:36.991862+00:00
