event,epc,temperature,unit,timestamp
temperature_read,3000000000185E,-2.10,C,2025-10-06 03:02:13.270033+00:00
temperature_read,30000000001860,14.20,F,2025-10-06 03:02:13.270396+00:00
temperature_read,30000000001861,34.50,F,2025-10-06 03:02:13.270608+00:00
temperature_read,30000000001862,11.50,F,2025-10-06 03:02:13.270796+00:00
temperature_read,30000000001863,-7.40,F,2025-10-06 03:02:13.270977+00:00
temperature_read,30000000001864,33.60,C,2025-10-06 03:02:13.271157+00:00
temperature_read,30000000001865,5.60,F,2025-10-06 03:02:13.271336+00:00
temperature_read,30000000001866,-6.70,C,2025-10-06 03:02:13.271514+00:00
temperature_read,30000000001867,6.00,C,2025-10-06 03:02:13.271732+00:00
temperature_read,3000000000186A,5.70,F,2025-10-06 03:02:13.272298+00:00
temperature_read,3000000000186B,29.40,C,2025-10-06 03:02:13.272479+00:00
temperature_read,3000000000186C,-6.90,F,2025-10-06 03:02:13.272662+00:00
temperature_read,3000000000186D,8.50,C,2025-10-06 03:02:13.272839+00:00
temperature_read,3000000000186E,39.10,C,2025-10-06 03:02:13.273017+00:00
temperature_read,30000000001870,10.40,F,2025-10-06 03:02:13.273376+00:00
temperature_read,30000000001871,13.80,C,2025-10-06 03:02:13.273564+00:00
temperature_read,30000000001873,16.00,F,2025-10-06 03:02:13.273920+00:00
temperature_read,30000000001874,17.80,C,2025-10-06 03:02:13.274098+00:00
temperature_read,30000000001875,25.40,C,2025-10-06 03:02:13.274272+00:00
temperature_read,30000000001877,12.90,F,2025-10-06 03:02:13.274633+00:00
temperature_read,30000000001878,36.70,C,2025-10-06 03:02:13.275135+00:00
temperature_read,30000000001879,9.60,F,2025-10-06 03:02:13.275431+00:00
temperature_read,3000000000187A,36.40,F,2025-10-06 03:02:13.275762+00:00
temperature_read,3000000000187C,17.10,F,2025-10-06 03:02:13.276316+00:00
temperature_read,3000000000187D,24.30,C,2025-10-06 03:02:13.276516+00:00
temperature_read,3000000000187F,39.10,C,2025-10-06 03:02:13.276942+00:00
temperature_read,30000000001881,-9.70,F,2025-10-06 03:02:13.277359+00:00
temperature_read,30000000001883,9.00,F,2025-10-06 03:02:13.277724+00:00
temperature_read,30000000001884,-1.70,C,2025-10-06 03:02:13.277905+00:00
temperature_read,30000000001885,14.70,F,2025-10-06 03:02:13.278085+00:00
temperature_read,30000000001886,-0.50,C,2025-10-06 03:02:13.278267+00:00
temperature_read,30000000001889,27.10,C,2025-10-06 03:02:13.278804+00:00
temperature_read,3000000000188A,7.60,C,2025-10-06 03:02:13.279026+00:00
temperature_read,3000000000188B,10.10,C,2025-10-06 03:02:13.279209+00:00
temperature_read,3000000000188D,-9.00,F,2025-10-06 03:02:13.279588+00:00
temperature_read,3000000000188E,26.50,C,2025-10-06 03:02:13.279776+00:00
temperature_read,3000000000188F,-5.30,C,2025-10-06 03:02:13.279954+00:00
temperature_read,30000000001890,22.80,C,2025-10-06 03:02:13.280144+00:00
temperature_read,30000000001891,29.00,C,2025-10-06 03:02:13.280410+00:00
temperature_read,30000000001892,3.70,C,2025-10-06 03:02:13.280675+00:00
temperature_read,30000000001893,-0.20,F,2025-10-06 03:02:13.280898+00:00
temperature_read,30000000001894,4.20,C,2025-10-06 03:02:13.281089+00:00
temperature_read,30000000001895,7.10,F,2025-10-06 03:02:13.281270+00:00
temperature_read,30000000001897,-2.90,C,2025-10-06 03:02:13.281648+00:00
