event,epc,temperature,unit,timestamp
temperature_read,30000000001D58,36.80,C,2025-10-06 03:01:17.388508+00:00
temperature_read,30000000001D59,-9.20,F,2025-10-06 03:01:17.388844+00:00
temperature_read,30000000001D5A,12.30,C,2025-10-06 03:01:17.389080+00:00
temperature_read,30000000001D5B,5.10,C,2025-10-06 03:01:17.389414+00:00
temperature_read,30000000001D5C,26.00,F,2025-10-06 03:01:17.389672+00:00
temperature_read,30000000001D5E,3.90,C,2025-10-06 03:01:17.390244+00:00
temperature_read,30000000001D60,11.90,C,2025-10-06 03:01:17.390849+00:00
temperature_read,30000000001D61,23.60,F,2025-10-06 03:01:17.391135+00:00
temperature_read,30000000001D62,19.70,C,2025-10-06 03:01:17.391440+00:00
temperature_read,30000000001D65,-4.00,F,2025-10-06 03:01:17.392476+00:00
temperature_read,30000000001D66,34.90,F,2025-10-06 03:01:17.392760+00:00
temperature_read,30000000001D67,29.00,F,2025-10-06 03:01:17.392969+00:00
temperature_read,30000000001D68,30.40,F,2025-10-06 03:01:17.393166+00:00
temperature_read,30000000001D6A,21.30,C,2025-10-06 03:01:17.393655+00:00
temperature_read,30000000001D6B,-6.30,F,2025-10-06 03:01:17.393893+00:00
temperature_read,30000000001D6C,17.80,C,2025-10-06 03:01:17.394121+00:00
temperature_read,30000000001D6D,30.80,F,2025-10-06 03:01:17.394323+00:00
temperature_read,30000000001D6E,38.80,C,2025-10-06 03:01:17.394604+00:00
temperature_read,30000000001D70,37.00,F,2025-10-06 03:01:17.395110+00:00
temperature_read,30000000001D72,24.10,C,2025-10-06 03:01:17.395642+00:00
temperature_read,30000000001D73,22.60,C,2025-10-06 03:01:17.396000+00:00
temperature_read,30000000001D76,-2.50,C,2025-10-06 03:01:17.396974+00:00
temperature_read,30000000001D77,-0.70,F,2025-10-06 03:01:17.397272+00:00
temperature_read,30000000001D78,-2.20,F,2025-10-06 03:01:17.397583+00:00
temperature_read,30000000001D79,7.80,C,2025-10-06 03:01:17.397867+00:00
temperature_read,30000000001D7C,0.70,C,2025-10-06 03:01:17.398818+00:00
temperature_read,30000000001D7D,13.60,C,2025-10-06 03:01:17.399095+00:00
temperature_read,30000000001D7E,20.60,F,2025-10-06 03:01:17.399360+00:00
temperature_read,30000000001D80,1.40,F,2025-10-06 03:01:17.400034+00:00
temperature_read,30000000001D81,8.40,F,2025-10-06 03:01:17.400355+00:00
temperature_read,30000000001D83,33.90,C,2025-10-06 03:01:17.400881+00:00
temperature_read,30000000001D84,25.60,F,2025-10-06 03:01:17.401131+00:00
temperature_read,30000000001D85,1.40,C,2025-10-06 03:01:17.401377+00:00
temperature_read,30000000001D86,28.10,C,2025-10-06 03:01:17.401612+00:00
temperature_read,30000000001D87,37.80,C,2025-10-06 03:01:17.401809+00:00
temperature_read,30000000001D88,1.80,C,2025-10-06 03:01:17.401998+00:00
temperature_read,30000000001D8A,-9.60,C,2025-10-06 03:01:17.402525+00:00
temperature_read,30000000001D8B,5.80,C,2025-10-06 03:01:17.402823+00:00
temperature_read,30000000001D8C,4.90,F,2025-10-06 03:01:17.403089+00:00
temperature_read,30000000001D8D,5.50,C,2025-10-06 03:01:17.403339+00:00
temperature_read,30000000001D8E,9.70,F,2025-10-06 03:01:17.403582+00:00
temperature_read,30000000001D8F,31.90,F,2025-10-06 03:01:17.403789+00:00
temperature_read,30000000001D91,20.00,F,2025-10-06 03:01:17.404244+00:00
temperature_read,30000000001D93,10.30,F,2025-10-06 03:01:17.404867+00:00
temperature_read,30000000001D96,-3.70,C,2025-10-06 03:01:17.405694+00:00
temperature_read,30000000001D97,28.50,F,2025-10-06 03:01:17.405895+00:00
temperature_read,30000000001D98,22.50,C,2025-10-06 03:01:17.406198+00:00
temperature_read,30000000001D9A,30.50,C,2025-10-06 03:01:17.406732+00:00
temperature_read,30000000001D9B,32.80,F,2025-10-06 03:01:17.406952+00:00
temperature_read,30000000001D9C,-4.10,F,2025-10-06 03:01:17.407230+00:00
temperature_read,30000000001D9D,30.60,C,2025-10-06 03:01:17.407497+00:00
temperature_read,30000000001D9E,21.80,F,2025-10-06 03:01:17.407791+00:00
temperature_read,30000000001D9F,29.00,F,2025-10-06 03:01:17.408068+00:00
temperature_read,30000000001DA1,-6.10,F,2025-10-06 03:01:17.408516+00:00
temperature_read,30000000001DA4,5.20,C,2025-10-06 03:01:17.409250+00:00
temperature_read,30000000001DA5,27.50,F,2025-10-06 03:01:17.409487+00:00
temperature_read,30000000001DA7,2.10,C,2025-10-06 03:01:17.409927+00:00
temperature_read,30000000001DA9,31.40,F,2025-10-06 03:01:17.410441+00:00
temperature_read,30000000001DAB,38.30,F,2025-10-06 03:01:17.410878+00:00
temperature_read,30000000001DAC,10.10,C,2025-10-06 03:01:17.411182+00:00
