event,epc,item_name,sku,price,currency,timestamp
price_lookup,3000000000049E,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:02:38.429936+00:00
price_lookup,300000000004A3,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:02:38.431168+00:00
price_lookup,300000000004A6,Backpack,BP-1123,79.99,USD,2025-10-06 03:02:38.431987+00:00
price_lookup,300000000004A9,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:02:38.432666+00:00
price_lookup,300000000004B1,Backpack,BP-1123,79.99,USD,2025-10-06 03:02:38.434808+00:00
price_lookup,300000000004B7,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:02:38.436914+00:00
price_lookup,300000000004BA,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:02:38.438205+00:00
price_lookup,300000000004BB,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:02:38.438448+00:00
price_lookup,300000000004C0,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:02:38.440042+00:00
price_lookup,300000000004C4,Backpack,BP-1123,79.99,USD,2025-10-06 03:02:38.441233+00:00
price_lookup,300000000004C6,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:02:38.442142+00:00
price_lookup,300000000004C7,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:02:38.442457+00:00
price_lookup,300000000004D6,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:02:38.446755+00:00
price_lookup,300000000004DB,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:02:38.448307+00:00
price_lookup,300000000004DE,Backpack,BP-1123,79.99,USD,2025-10-06 03:02:38.449204+00:00
price_lookup,300000000004E0,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:02:38.449893+00:00
price_lookup,300000000004E2,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:02:38.450507+00:00
price_lookup,300000000004E3,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:02:38.450828+00:00
price_lookup,300000000004E4,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:02:38.451166+00:00
price_lookup,300000000004E8,Backpack,BP-1123,79.99,USD,2025-10-06 03:02:38.452361+00:00
