event,epc,item_name,sku,price,currency,timestamp
price_lookup,30000000002293,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.920303+00:00
price_lookup,30000000002295,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.920675+00:00
price_lookup,30000000002296,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.920852+00:00
price_lookup,30000000002299,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.921595+00:00
price_lookup,3000000000229B,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.921970+00:00
price_lookup,3000000000229D,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.922395+00:00
price_lookup,3000000000229F,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.922784+00:00
price_lookup,300000000022A0,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.922979+00:00
price_lookup,300000000022A1,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.923173+00:00
price_lookup,300000000022A3,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.923540+00:00
price_lookup,300000000022A5,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.923902+00:00
price_lookup,300000000022A6,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.924077+00:00
price_lookup,300000000022A8,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.924614+00:00
price_lookup,300000000022AD,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.926019+00:00
price_lookup,300000000022AE,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.926239+00:00
price_lookup,300000000022AF,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.926429+00:00
price_lookup,300000000022B1,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.926861+00:00
price_lookup,300000000022B7,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.927987+00:00
price_lookup,300000000022BB,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.928753+00:00
price_lookup,300000000022BC,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.928937+00:00
price_lookup,300000000022BF,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.929605+00:00
price_lookup,300000000022C0,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.929794+00:00
price_lookup,300000000022C1,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.929978+00:00
price_lookup,300000000022C4,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.930584+00:00
price_lookup,300000000022CA,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.931689+00:00
price_lookup,300000000022CD,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.932226+00:00
price_lookup,300000000022D9,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.935382+00:00
price_lookup,300000000022DA,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.935578+00:00
price_lookup,300000000022DD,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.936138+00:00
price_lookup,300000000022DE,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.936315+00:00
price_lookup,300000000022E0,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.936716+00:00
price_lookup,300000000022E1,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.936938+00:00
price_lookup,300000000022E3,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.937294+00:00
price_lookup,300000000022E4,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.937472+00:00
price_lookup,300000000022E5,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.937754+00:00
price_lookup,300000000022E8,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.938569+00:00
price_lookup,300000000022EC,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.939380+00:00
price_lookup,300000000022ED,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.939563+00:00
price_lookup,300000000022EE,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.939741+00:00
price_lookup,300000000022F9,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.942740+00:00
price_lookup,300000000022FA,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.942946+00:00
price_lookup,30000000002307,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.945435+00:00
price_lookup,30000000002309,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.945883+00:00
price_lookup,3000000000230B,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.946538+00:00
price_lookup,3000000000230D,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.947060+00:00
price_lookup,30000000002310,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.947722+00:00
price_lookup,30000000002311,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.947912+00:00
price_lookup,30000000002312,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:04:12.948096+00:00
price_lookup,30000000002314,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.948602+00:00
price_lookup,30000000002315,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.948907+00:00
price_lookup,3000000000231F,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.951493+00:00
price_lookup,30000000002320,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.951709+00:00
price_lookup,30000000002323,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.952265+00:00
price_lookup,30000000002324,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.952447+00:00
price_lookup,30000000002327,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.952986+00:00
price_lookup,3000000000232D,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.954330+00:00
price_lookup,3000000000232F,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:04:12.954927+00:00
price_lookup,30000000002333,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.955924+00:00
price_lookup,30000000002334,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.956165+00:00
price_lookup,30000000002335,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.956397+00:00
price_lookup,30000000002337,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.956896+00:00
price_lookup,30000000002338,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.957182+00:00
price_lookup,30000000002339,Backpack,BP-1123,79.99,USD,2025-10-06 03:04:12.957420+00:00
price_lookup,3000000000233C,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:04:12.958343+00:00
price_lookup,30000000002345,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:04:12.961059+00:00
price_lookup,30000000002348,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:04:12.961703+00:00
price_lookup,30000000002349,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.961942+00:00
price_lookup,3000000000234A,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.962247+00:00
price_lookup,30000000002351,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:04:12.963955+00:00
price_lookup,30000000002354,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:04:12.964648+00:00
