event,epc,temperature,unit,timestamp
temperature_read,300000000012CB,-5.10,F,2025-10-06 03:02:44.020860+00:00
temperature_read,300000000012CC,9.70,C,2025-10-06 03:02:44.021099+00:00
temperature_read,300000000012CD,8.90,C,2025-10-06 03:02:44.021283+00:00
temperature_read,300000000012CF,-7.20,F,2025-10-06 03:02:44.021717+00:00
temperature_read,300000000012D0,31.80,F,2025-10-06 03:02:44.021943+00:00
temperature_read,300000000012D2,6.80,C,2025-10-06 03:02:44.022389+00:00
temperature_read,300000000012D4,-6.00,C,2025-10-06 03:02:44.022814+00:00
temperature_read,300000000012D6,39.70,F,2025-10-06 03:02:44.023213+00:00
temperature_read,300000000012D7,4.00,C,2025-10-06 03:02:44.023392+00:00
temperature_read,300000000012D9,4.10,F,2025-10-06 03:02:44.023845+00:00
temperature_read,300000000012DA,-7.00,C,2025-10-06 03:02:44.024028+00:00
temperature_read,300000000012DB,-4.70,C,2025-10-06 03:02:44.024212+00:00
temperature_read,300000000012DC,15.30,C,2025-10-06 03:02:44.024436+00:00
temperature_read,300000000012DE,16.00,C,2025-10-06 03:02:44.024881+00:00
temperature_read,300000000012DF,39.50,C,2025-10-06 03:02:44.025058+00:00
temperature_read,300000000012E0,-8.30,F,2025-10-06 03:02:44.025237+00:00
temperature_read,300000000012E3,26.10,C,2025-10-06 03:02:44.025777+00:00
temperature_read,300000000012E5,15.60,F,2025-10-06 03:02:44.026141+00:00
temperature_read,300000000012E8,2.50,C,2025-10-06 03:02:44.026725+00:00
temperature_read,300000000012E9,5.10,F,2025-10-06 03:02:44.026907+00:00
temperature_read,300000000012EA,16.60,F,2025-10-06 03:02:44.027087+00:00
temperature_read,300000000012EB,38.30,F,2025-10-06 03:02:44.027264+00:00
temperature_read,300000000012ED,34.50,C,2025-10-06 03:02:44.027617+00:00
temperature_read,300000000012EE,13.80,F,2025-10-06 03:02:44.027799+00:00
temperature_read,300000000012EF,31.90,C,2025-10-06 03:02:44.027973+00:00
temperature_read,300000000012F2,9.30,C,2025-10-06 03:02:44.028515+00:00
temperature_read,300000000012F3,14.10,F,2025-10-06 03:02:44.028826+00:00
temperature_read,300000000012F4,30.80,F,2025-10-06 03:02:44.029015+00:00
temperature_read,300000000012F6,23.80,C,2025-10-06 03:02:44.029431+00:00
temperature_read,300000000012F7,18.30,C,2025-10-06 03:02:44.029618+00:00
temperature_read,300000000012F8,19.10,C,2025-10-06 03:02:44.029837+00:00
temperature_read,300000000012FB,23.80,C,2025-10-06 03:02:44.030446+00:00
temperature_read,300000000012FC,9.30,F,2025-10-06 03:02:44.030655+00:00
temperature_read,300000000012FE,34.90,C,2025-10-06 03:02:44.031074+00:00
temperature_read,300000000012FF,9.20,C,2025-10-06 03:02:44.031253+00:00
temperature_read,30000000001300,10.60,C,2025-10-06 03:02:44.031472+00:00
temperature_read,30000000001301,29.30,C,2025-10-06 03:02:44.031695+00:00
temperature_read,30000000001302,14.00,C,2025-10-06 03:02:44.031876+00:00
temperature_read,30000000001303,33.00,C,2025-10-06 03:02:44.032054+00:00
temperature_read,30000000001304,4.30,C,2025-10-06 03:02:44.032279+00:00
temperature_read,30000000001305,28.20,C,2025-10-06 03:02:44.032457+00:00
temperature_read,30000000001308,5.00,C,2025-10-06 03:02:44.033150+00:00
temperature_read,30000000001309,24.50,F,2025-10-06 03:02:44.033381+00:00
temperature_read,3000000000130A,-6.20,C,2025-10-06 03:02:44.033562+00:00
temperature_read,3000000000130B,18.10,C,2025-10-06 03:02:44.033738+00:00
temperature_read,3000000000130D,28.50,C,2025-10-06 03:02:44.034137+00:00
temperature_read,3000000000130E,35.70,F,2025-10-06 03:02:44.034414+00:00
temperature_read,30000000001310,30.80,C,2025-10-06 03:02:44.034840+00:00
temperature_read,30000000001314,9.90,F,2025-10-06 03:02:44.035647+00:00
temperature_read,30000000001315,-7.10,C,2025-10-06 03:02:44.035828+00:00
temperature_read,30000000001316,12.40,F,2025-10-06 03:02:44.036053+00:00
temperature_read,30000000001317,12.60,F,2025-10-06 03:02:44.036235+00:00
temperature_read,30000000001318,-0.90,C,2025-10-06 03:02:44.036456+00:00
temperature_read,30000000001319,-9.90,C,2025-10-06 03:02:44.036732+00:00
temperature_read,3000000000131A,38.50,F,2025-10-06 03:02:44.036998+00:00
temperature_read,3000000000131B,18.80,C,2025-10-06 03:02:44.037214+00:00
