event,epc,temperature,unit,timestamp
temperature_read,300000000009BA,-8.30,F,2025-10-06 03:03:21.266176+00:00
temperature_read,300000000009BB,-2.30,C,2025-10-06 03:03:21.266361+00:00
temperature_read,300000000009BC,14.00,C,2025-10-06 03:03:21.266544+00:00
temperature_read,300000000009BD,-7.90,F,2025-10-06 03:03:21.266773+00:00
temperature_read,300000000009BF,10.50,F,2025-10-06 03:03:21.267190+00:00
temperature_read,300000000009C0,36.80,F,2025-10-06 03:03:21.267379+00:00
temperature_read,300000000009C1,-6.20,C,2025-10-06 03:03:21.267560+00:00
temperature_read,300000000009C4,-1.40,F,2025-10-06 03:03:21.268100+00:00
temperature_read,300000000009C5,-9.40,F,2025-10-06 03:03:21.268277+00:00
temperature_read,300000000009C6,18.50,F,2025-10-06 03:03:21.268454+00:00
temperature_read,300000000009C8,-6.10,F,2025-10-06 03:03:21.268816+00:00
temperature_read,300000000009CA,21.80,C,2025-10-06 03:03:21.269192+00:00
temperature_read,300000000009CC,6.10,C,2025-10-06 03:03:21.269551+00:00
temperature_read,300000000009D0,7.90,F,2025-10-06 03:03:21.270268+00:00
temperature_read,300000000009D1,10.30,C,2025-10-06 03:03:21.270446+00:00
temperature_read,300000000009D2,10.80,F,2025-10-06 03:03:21.270623+00:00
temperature_read,300000000009D3,5.50,C,2025-10-06 03:03:21.270799+00:00
temperature_read,300000000009D6,-5.70,F,2025-10-06 03:03:21.271336+00:00
temperature_read,300000000009D7,-8.10,F,2025-10-06 03:03:21.271517+00:00
temperature_read,300000000009D8,-0.40,C,2025-10-06 03:03:21.271694+00:00
temperature_read,300000000009D9,-0.70,F,2025-10-06 03:03:21.271870+00:00
temperature_read,300000000009DA,38.80,F,2025-10-06 03:03:21.272046+00:00
temperature_read,300000000009DC,11.50,C,2025-10-06 03:03:21.272397+00:00
temperature_read,300000000009DD,15.80,C,2025-10-06 03:03:21.272573+00:00
temperature_read,300000000009DE,-1.30,F,2025-10-06 03:03:21.272748+00:00
temperature_read,300000000009E0,25.40,F,2025-10-06 03:03:21.273169+00:00
temperature_read,300000000009E3,-3.70,F,2025-10-06 03:03:21.274030+00:00
temperature_read,300000000009E4,9.90,C,2025-10-06 03:03:21.274294+00:00
temperature_read,300000000009E5,37.70,C,2025-10-06 03:03:21.274508+00:00
temperature_read,300000000009E6,28.20,F,2025-10-06 03:03:21.274829+00:00
temperature_read,300000000009E7,-9.40,C,2025-10-06 03:03:21.275038+00:00
temperature_read,300000000009E9,4.60,F,2025-10-06 03:03:21.275688+00:00
temperature_read,300000000009EA,7.30,F,2025-10-06 03:03:21.275958+00:00
temperature_read,300000000009EC,30.60,F,2025-10-06 03:03:21.276506+00:00
temperature_read,300000000009ED,2.90,C,2025-10-06 03:03:21.276773+00:00
temperature_read,300000000009EF,29.30,F,2025-10-06 03:03:21.277226+00:00
temperature_read,300000000009F0,10.90,C,2025-10-06 03:03:21.277423+00:00
temperature_read,300000000009F2,37.70,F,2025-10-06 03:03:21.277826+00:00
temperature_read,300000000009F3,10.50,C,2025-10-06 03:03:21.278003+00:00
temperature_read,300000000009F7,5.00,F,2025-10-06 03:03:21.278849+00:00
temperature_read,300000000009F9,18.20,F,2025-10-06 03:03:21.279211+00:00
temperature_read,300000000009FA,-9.30,C,2025-10-06 03:03:21.279390+00:00
temperature_read,300000000009FB,33.10,F,2025-10-06 03:03:21.279564+00:00
temperature_read,300000000009FD,1.00,C,2025-10-06 03:03:21.279954+00:00
temperature_read,300000000009FF,15.80,F,2025-10-06 03:03:21.280322+00:00
temperature_read,30000000000A00,20.70,F,2025-10-06 03:03:21.280502+00:00
temperature_read,30000000000A01,-1.70,F,2025-10-06 03:03:21.280680+00:00
temperature_read,30000000000A02,35.50,F,2025-10-06 03:03:21.280871+00:00
temperature_read,30000000000A03,-5.60,F,2025-10-06 03:03:21.281064+00:00
temperature_read,30000000000A08,26.00,F,2025-10-06 03:03:21.282015+00:00
temperature_read,30000000000A09,-9.40,C,2025-10-06 03:03:21.282198+00:00
temperature_read,30000000000A0A,0.90,F,2025-10-06 03:03:21.282381+00:00
temperature_read,30000000000A0C,1.60,C,2025-10-06 03:03:21.282735+00:00
temperature_read,30000000000A0D,39.60,C,2025-10-06 03:03:21.282914+00:00
temperature_read,30000000000A0F,33.50,C,2025-10-06 03:03:21.283277+00:00
temperature_read,30000000000A10,-2.90,C,2025-10-06 03:03:21.283456+00:00
temperature_read,30000000000A11,9.00,C,2025-10-06 03:03:21.283632+00:00
temperature_read,30000000000A12,26.60,F,2025-10-06 03:03:21.283809+00:00
temperature_read,30000000000A13,4.80,C,2025-10-06 03:03:21.283988+00:00
temperature_read,30000000000A14,6.40,F,2025-10-06 03:03:21.284172+00:00
temperature_read,30000000000A15,-4.80,F,2025-10-06 03:03:21.284351+00:00
temperature_read,30000000000A16,-9.70,F,2025-10-06 03:03:21.284529+00:00
