event,epc,temperature,unit,timestamp
temperature_read,3000000000076B,33.20,C,2025-10-06 03:02:09.752004+00:00
temperature_read,3000000000076D,27.60,C,2025-10-06 03:02:09.752490+00:00
temperature_read,3000000000076E,17.50,F,2025-10-06 03:02:09.752680+00:00
temperature_read,3000000000076F,31.00,F,2025-10-06 03:02:09.752861+00:00
temperature_read,30000000000770,6.30,C,2025-10-06 03:02:09.753039+00:00
temperature_read,30000000000771,35.10,F,2025-10-06 03:02:09.753216+00:00
temperature_read,30000000000772,14.00,F,2025-10-06 03:02:09.753396+00:00
temperature_read,30000000000773,38.30,C,2025-10-06 03:02:09.753576+00:00
temperature_read,30000000000774,15.60,C,2025-10-06 03:02:09.753841+00:00
temperature_read,30000000000775,10.70,C,2025-10-06 03:02:09.754088+00:00
temperature_read,30000000000776,25.90,C,2025-10-06 03:02:09.754268+00:00
temperature_read,30000000000777,28.40,C,2025-10-06 03:02:09.754447+00:00
temperature_read,30000000000779,-5.30,F,2025-10-06 03:02:09.754808+00:00
temperature_read,3000000000077B,4.80,F,2025-10-06 03:02:09.755199+00:00
temperature_read,3000000000077C,-9.80,F,2025-10-06 03:02:09.755376+00:00
temperature_read,3000000000077D,37.90,F,2025-10-06 03:02:09.755602+00:00
temperature_read,3000000000077E,12.30,F,2025-10-06 03:02:09.755790+00:00
temperature_read,3000000000077F,22.80,C,2025-10-06 03:02:09.755969+00:00
temperature_read,30000000000780,6.70,F,2025-10-06 03:02:09.756146+00:00
temperature_read,30000000000781,28.30,C,2025-10-06 03:02:09.756318+00:00
temperature_read,30000000000782,-7.30,F,2025-10-06 03:02:09.756491+00:00
temperature_read,30000000000783,29.60,F,2025-10-06 03:02:09.756669+00:00
temperature_read,30000000000784,21.40,F,2025-10-06 03:02:09.756844+00:00
temperature_read,30000000000788,21.30,C,2025-10-06 03:02:09.757551+00:00
temperature_read,30000000000789,-8.50,C,2025-10-06 03:02:09.757727+00:00
temperature_read,3000000000078A,18.00,F,2025-10-06 03:02:09.757901+00:00
temperature_read,3000000000078B,-7.90,C,2025-10-06 03:02:09.758072+00:00
temperature_read,3000000000078C,-5.30,F,2025-10-06 03:02:09.758243+00:00
temperature_read,3000000000078E,17.20,F,2025-10-06 03:02:09.758595+00:00
temperature_read,3000000000078F,39.10,F,2025-10-06 03:02:09.758873+00:00
temperature_read,30000000000790,27.30,F,2025-10-06 03:02:09.759101+00:00
temperature_read,30000000000791,27.80,F,2025-10-06 03:02:09.759281+00:00
temperature_read,30000000000792,38.60,C,2025-10-06 03:02:09.759491+00:00
temperature_read,30000000000794,14.10,C,2025-10-06 03:02:09.759945+00:00
temperature_read,30000000000796,20.70,C,2025-10-06 03:02:09.760316+00:00
temperature_read,30000000000798,6.30,F,2025-10-06 03:02:09.760669+00:00
temperature_read,30000000000799,22.60,C,2025-10-06 03:02:09.760842+00:00
temperature_read,3000000000079A,2.00,C,2025-10-06 03:02:09.761017+00:00
temperature_read,3000000000079B,0.00,C,2025-10-06 03:02:09.761232+00:00
temperature_read,3000000000079C,3.20,C,2025-10-06 03:02:09.761437+00:00
temperature_read,3000000000079E,17.40,F,2025-10-06 03:02:09.761816+00:00
temperature_read,3000000000079F,34.60,F,2025-10-06 03:02:09.761995+00:00
temperature_read,300000000007A0,1.10,C,2025-10-06 03:02:09.762172+00:00
temperature_read,300000000007A1,26.10,F,2025-10-06 03:02:09.762346+00:00
temperature_read,300000000007A3,3.20,C,2025-10-06 03:02:09.762706+00:00
temperature_read,300000000007A4,0.60,F,2025-10-06 03:02:09.762888+00:00
temperature_read,300000000007A5,-0.80,F,2025-10-06 03:02:09.763065+00:00
temperature_read,300000000007A6,38.00,C,2025-10-06 03:02:09.763241+00:00
temperature_read,300000000007A7,20.80,F,2025-10-06 03:02:09.763413+00:00
temperature_read,300000000007A8,5.40,C,2025-10-06 03:02:09.763669+00:00
temperature_read,300000000007A9,14.80,F,2025-10-06 03:02:09.763951+00:00
temperature_read,300000000007AA,38.20,C,2025-10-06 03:02:09.764222+00:00
temperature_read,300000000007AB,38.10,F,2025-10-06 03:02:09.764438+00:00
temperature_read,300000000007AC,28.80,F,2025-10-06 03:02:09.764631+00:00
temperature_read,300000000007AD,18.10,F,2025-10-06 03:02:09.764815+00:00
temperature_read,300000000007AE,24.40,F,2025-10-06 03:02:09.764998+00:00
temperature_read,300000000007AF,38.40,C,2025-10-06 03:02:09.765179+00:00
temperature_read,300000000007B1,2.20,F,2025-10-06 03:02:09.765550+00:00
temperature_read,300000000007B3,-9.40,F,2025-10-06 03:02:09.765913+00:00
temperature_read,300000000007B4,13.10,F,2025-10-06 03:02:09.766091+00:00
temperature_read,300000000007B5,-8.50,F,2025-10-06 03:02:09.766276+00:00
temperature_read,300000000007B6,34.60,C,2025-10-06 03:02:09.766458+00:00
temperature_read,300000000007B7,4.90,F,2025-10-06 03:02:09.766635+00:00
temperature_read,300000000007B9,2.20,F,2025-10-06 03:02:09.766998+00:00
temperature_read,300000000007BA,-3.00,C,2025-10-06 03:02:09.767175+00:00
temperature_read,300000000007BB,9.80,C,2025-10-06 03:02:09.767352+00:00
temperature_read,300000000007BC,26.40,C,2025-10-06 03:02:09.767528+00:00
temperature_read,300000000007BE,1.60,F,2025-10-06 03:02:09.768129+00:00
temperature_read,300000000007BF,-6.60,F,2025-10-06 03:02:09.768406+00:00
temperature_read,300000000007C0,-8.50,C,2025-10-06 03:02:09.768647+00:00
temperature_read,300000000007C2,15.30,F,2025-10-06 03:02:09.769067+00:00
temperature_read,300000000007C3,24.20,F,2025-10-06 03:02:09.769492+00:00
temperature_read,300000000007C5,3.90,F,2025-10-06 03:02:09.770046+00:00
temperature_read,300000000007C6,32.90,C,2025-10-06 03:02:09.770241+00:00
temperature_read,300000000007C8,34.30,F,2025-10-06 03:02:09.770662+00:00
temperature_read,300000000007C9,19.10,F,2025-10-06 03:02:09.770843+00:00
temperature_read,300000000007CA,20.40,C,2025-10-06 03:02:09.771024+00:00
temperature_read,300000000007CC,15.90,F,2025-10-06 03:02:09.771398+00:00
temperature_read,300000000007CD,5.20,F,2025-10-06 03:02:09.771794+00:00
temperature_read,300000000007CE,7.80,F,2025-10-06 03:02:09.772092+00:00
temperature_read,300000000007CF,27.80,F,2025-10-06 03:02:09.772327+00:00
temperature_read,300000000007D2,11.90,C,2025-10-06 03:02:09.773032+00:00
temperature_read,300000000007D3,-2.30,C,2025-10-06 03:02:09.773278+00:00
temperature_read,300000000007D4,27.40,C,2025-10-06 03:02:09.773509+00:00
temperature_read,300000000007D5,-0.50,F,2025-10-06 03:02:09.773759+00:00
temperature_read,300000000007D9,0.60,C,2025-10-06 03:02:09.774679+00:00
temperature_read,300000000007DB,31.50,F,2025-10-06 03:02:09.775231+00:00
temperature_read,300000000007DE,-1.70,C,2025-10-06 03:02:09.776189+00:00
temperature_read,300000000007E0,28.80,F,2025-10-06 03:02:09.776727+00:00
temperature_read,300000000007E1,35.10,C,2025-10-06 03:02:09.776973+00:00
temperature_read,300000000007E3,21.20,C,2025-10-06 03:02:09.777457+00:00
