event,epc,temperature,unit,timestamp
temperature_read,30000000001A23,30.90,F,2025-10-06 03:03:24.608160+00:00
temperature_read,30000000001A24,33.00,C,2025-10-06 03:03:24.608372+00:00
temperature_read,30000000001A25,26.30,C,2025-10-06 03:03:24.608634+00:00
temperature_read,30000000001A27,22.10,C,2025-10-06 03:03:24.609127+00:00
temperature_read,30000000001A28,4.10,F,2025-10-06 03:03:24.609366+00:00
temperature_read,30000000001A29,13.20,C,2025-10-06 03:03:24.609594+00:00
temperature_read,30000000001A2A,28.40,C,2025-10-06 03:03:24.609773+00:00
temperature_read,30000000001A2C,19.40,F,2025-10-06 03:03:24.610247+00:00
temperature_read,30000000001A2D,6.80,C,2025-10-06 03:03:24.610570+00:00
temperature_read,30000000001A30,5.00,C,2025-10-06 03:03:24.611431+00:00
temperature_read,30000000001A31,23.50,C,2025-10-06 03:03:24.611721+00:00
temperature_read,30000000001A32,16.30,F,2025-10-06 03:03:24.612001+00:00
temperature_read,30000000001A33,4.20,F,2025-10-06 03:03:24.612258+00:00
temperature_read,30000000001A35,-5.60,C,2025-10-06 03:03:24.612751+00:00
temperature_read,30000000001A38,0.00,F,2025-10-06 03:03:24.613631+00:00
temperature_read,30000000001A39,21.50,F,2025-10-06 03:03:24.613894+00:00
temperature_read,30000000001A3A,7.10,C,2025-10-06 03:03:24.614185+00:00
temperature_read,30000000001A3B,2.60,F,2025-10-06 03:03:24.614502+00:00
temperature_read,30000000001A3C,19.30,C,2025-10-06 03:03:24.614758+00:00
temperature_read,30000000001A3D,35.90,C,2025-10-06 03:03:24.615005+00:00
temperature_read,30000000001A3E,13.60,F,2025-10-06 03:03:24.615215+00:00
temperature_read,30000000001A40,26.60,F,2025-10-06 03:03:24.615755+00:00
temperature_read,30000000001A41,2.80,F,2025-10-06 03:03:24.616077+00:00
temperature_read,30000000001A42,21.10,F,2025-10-06 03:03:24.616365+00:00
temperature_read,30000000001A44,-3.40,F,2025-10-06 03:03:24.616896+00:00
temperature_read,30000000001A45,7.70,F,2025-10-06 03:03:24.617227+00:00
temperature_read,30000000001A46,21.10,C,2025-10-06 03:03:24.617524+00:00
temperature_read,30000000001A47,32.20,F,2025-10-06 03:03:24.617849+00:00
temperature_read,30000000001A48,36.90,C,2025-10-06 03:03:24.618161+00:00
temperature_read,30000000001A49,38.50,F,2025-10-06 03:03:24.618447+00:00
temperature_read,30000000001A4A,29.20,F,2025-10-06 03:03:24.618716+00:00
temperature_read,30000000001A4B,9.30,F,2025-10-06 03:03:24.618974+00:00
temperature_read,30000000001A4C,20.50,C,2025-10-06 03:03:24.619219+00:00
temperature_read,30000000001A4E,31.40,F,2025-10-06 03:03:24.619954+00:00
temperature_read,30000000001A4F,35.80,C,2025-10-06 03:03:24.620481+00:00
temperature_read,30000000001A51,25.90,F,2025-10-06 03:03:24.621149+00:00
