event,epc,item_name,sku,price,currency,timestamp
price_lookup,3000000000053F,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.909494+00:00
price_lookup,30000000000540,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.909755+00:00
price_lookup,30000000000543,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.910369+00:00
price_lookup,30000000000545,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.910826+00:00
price_lookup,30000000000548,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.911396+00:00
price_lookup,3000000000054B,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.911935+00:00
price_lookup,30000000000552,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.913435+00:00
price_lookup,30000000000554,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.913803+00:00
price_lookup,30000000000555,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.914124+00:00
price_lookup,3000000000055B,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.915628+00:00
price_lookup,3000000000055E,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.916389+00:00
price_lookup,30000000000560,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.916845+00:00
price_lookup,30000000000566,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.918104+00:00
price_lookup,3000000000056E,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.920027+00:00
price_lookup,30000000000570,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.920786+00:00
price_lookup,30000000000574,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.921736+00:00
price_lookup,30000000000575,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.921947+00:00
price_lookup,3000000000057A,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.923282+00:00
price_lookup,3000000000057C,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.923745+00:00
price_lookup,3000000000057D,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.923999+00:00
price_lookup,3000000000057F,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.924436+00:00
price_lookup,30000000000582,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.925048+00:00
price_lookup,30000000000583,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.925570+00:00
price_lookup,30000000000584,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:00:59.925836+00:00
price_lookup,30000000000586,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.926305+00:00
price_lookup,30000000000587,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.926552+00:00
price_lookup,30000000000588,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:00:59.926764+00:00
price_lookup,3000000000058D,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.927859+00:00
price_lookup,3000000000058F,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.928269+00:00
price_lookup,30000000000592,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.928947+00:00
price_lookup,30000000000594,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.929394+00:00
price_lookup,30000000000599,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.930588+00:00
price_lookup,300000000005A1,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.932413+00:00
price_lookup,300000000005A2,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.932621+00:00
price_lookup,300000000005A4,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.933039+00:00
price_lookup,300000000005A5,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.933241+00:00
price_lookup,300000000005AB,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:00:59.934582+00:00
price_lookup,300000000005B1,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:00:59.936185+00:00
price_lookup,300000000005B2,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.936399+00:00
price_lookup,300000000005B5,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.937034+00:00
price_lookup,300000000005B9,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.937957+00:00
price_lookup,300000000005BA,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.938193+00:00
price_lookup,300000000005BC,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.938771+00:00
price_lookup,300000000005BD,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.939013+00:00
price_lookup,300000000005BF,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.939449+00:00
price_lookup,300000000005C0,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.939655+00:00
price_lookup,300000000005C2,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.940060+00:00
price_lookup,300000000005C6,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.941173+00:00
price_lookup,300000000005CB,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.942256+00:00
price_lookup,300000000005CC,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.942484+00:00
price_lookup,300000000005CE,Wireless Headphones,WH-8921,149.99,USD,2025-10-06 03:00:59.942908+00:00
price_lookup,300000000005CF,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.943111+00:00
price_lookup,300000000005D5,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.944309+00:00
price_lookup,300000000005DC,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.945959+00:00
price_lookup,300000000005E9,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.948712+00:00
price_lookup,300000000005EA,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.948922+00:00
price_lookup,300000000005EC,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.949315+00:00
price_lookup,300000000005ED,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.949512+00:00
price_lookup,300000000005EF,Running Shoes,RS-6678,129.99,USD,2025-10-06 03:00:59.949917+00:00
price_lookup,300000000005F0,Sunglasses,SG-7789,159.99,USD,2025-10-06 03:00:59.950112+00:00
price_lookup,300000000005F3,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.951122+00:00
price_lookup,300000000005F5,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.951685+00:00
price_lookup,300000000005F7,Smart Watch,SW-3345,299.99,USD,2025-10-06 03:00:59.952141+00:00
price_lookup,300000000005F9,Water Bottle,WB-4456,24.99,USD,2025-10-06 03:00:59.952575+00:00
price_lookup,300000000005FA,Leather Jacket,LJ-4577,199.99,USD,2025-10-06 03:00:59.952786+00:00
price_lookup,300000000005FB,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.953037+00:00
price_lookup,300000000005FC,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.953304+00:00
price_lookup,300000000005FF,Laptop Sleeve,LS-9900,39.99,USD,2025-10-06 03:00:59.953994+00:00
price_lookup,30000000000602,Backpack,BP-1123,79.99,USD,2025-10-06 03:00:59.954815+00:00
