event,epc,temperature,unit,timestamp
temperature_read,30000000000A5B,39.10,C,2025-10-06 03:03:45.432036+00:00
temperature_read,30000000000A5C,31.10,C,2025-10-06 03:03:45.432380+00:00
temperature_read,30000000000A5E,22.90,C,2025-10-06 03:03:45.433101+00:00
temperature_read,30000000000A60,25.50,F,2025-10-06 03:03:45.433573+00:00
temperature_read,30000000000A62,25.50,C,2025-10-06 03:03:45.434107+00:00
temperature_read,30000000000A63,-8.20,F,2025-10-06 03:03:45.434516+00:00
temperature_read,30000000000A64,28.30,C,2025-10-06 03:03:45.434841+00:00
temperature_read,30000000000A65,32.10,C,2025-10-06 03:03:45.435146+00:00
temperature_read,30000000000A66,-5.60,F,2025-10-06 03:03:45.435404+00:00
temperature_read,30000000000A68,4.70,C,2025-10-06 03:03:45.436224+00:00
temperature_read,30000000000A69,6.60,C,2025-10-06 03:03:45.436602+00:00
temperature_read,30000000000A6A,9.90,C,2025-10-06 03:03:45.436997+00:00
temperature_read,30000000000A6B,24.10,F,2025-10-06 03:03:45.437270+00:00
temperature_read,30000000000A6C,8.60,C,2025-10-06 03:03:45.437522+00:00
temperature_read,30000000000A6F,2.00,F,2025-10-06 03:03:45.439087+00:00
temperature_read,30000000000A70,-7.00,F,2025-10-06 03:03:45.439606+00:00
temperature_read,30000000000A71,-8.80,C,2025-10-06 03:03:45.439975+00:00
temperature_read,30000000000A72,-8.00,C,2025-10-06 03:03:45.440295+00:00
temperature_read,30000000000A73,29.60,C,2025-10-06 03:03:45.440724+00:00
temperature_read,30000000000A75,29.90,F,2025-10-06 03:03:45.441485+00:00
temperature_read,30000000000A76,23.00,C,2025-10-06 03:03:45.441804+00:00
temperature_read,30000000000A78,-8.80,F,2025-10-06 03:03:45.442321+00:00
temperature_read,30000000000A7B,13.90,C,2025-10-06 03:03:45.443633+00:00
temperature_read,30000000000A7C,2.10,C,2025-10-06 03:03:45.443973+00:00
temperature_read,30000000000A7E,-2.20,F,2025-10-06 03:03:45.444653+00:00
temperature_read,30000000000A7F,38.40,C,2025-10-06 03:03:45.445003+00:00
temperature_read,30000000000A80,36.70,F,2025-10-06 03:03:45.445209+00:00
temperature_read,30000000000A81,-5.20,F,2025-10-06 03:03:45.445607+00:00
temperature_read,30000000000A82,-2.30,F,2025-10-06 03:03:45.446039+00:00
temperature_read,30000000000A83,17.80,F,2025-10-06 03:03:45.446485+00:00
temperature_read,30000000000A84,17.00,C,2025-10-06 03:03:45.447083+00:00
temperature_read,30000000000A85,30.30,F,2025-10-06 03:03:45.447530+00:00
temperature_read,30000000000A86,29.90,F,2025-10-06 03:03:45.447964+00:00
temperature_read,30000000000A88,11.70,C,2025-10-06 03:03:45.448848+00:00
temperature_read,30000000000A89,30.20,F,2025-10-06 03:03:45.449171+00:00
temperature_read,30000000000A8A,39.70,F,2025-10-06 03:03:45.449559+00:00
temperature_read,30000000000A8B,-3.40,C,2025-10-06 03:03:45.449970+00:00
temperature_read,30000000000A8C,11.80,F,2025-10-06 03:03:45.450321+00:00
temperature_read,30000000000A8F,3.70,C,2025-10-06 03:03:45.451377+00:00
temperature_read,30000000000A90,-7.20,C,2025-10-06 03:03:45.451808+00:00
temperature_read,30000000000A91,5.10,F,2025-10-06 03:03:45.452240+00:00
temperature_read,30000000000A93,-4.50,F,2025-10-06 03:03:45.453244+00:00
temperature_read,30000000000A95,20.50,C,2025-10-06 03:03:45.453905+00:00
temperature_read,30000000000A96,-3.60,C,2025-10-06 03:03:45.454190+00:00
temperature_read,30000000000A97,6.50,F,2025-10-06 03:03:45.454547+00:00
temperature_read,30000000000A98,9.30,F,2025-10-06 03:03:45.454904+00:00
temperature_read,30000000000A9C,9.50,F,2025-10-06 03:03:45.456362+00:00
temperature_read,30000000000A9E,39.20,C,2025-10-06 03:03:45.457142+00:00
temperature_read,30000000000A9F,21.30,F,2025-10-06 03:03:45.457473+00:00
temperature_read,30000000000AA0,36.70,C,2025-10-06 03:03:45.457761+00:00
temperature_read,30000000000AA1,22.40,C,2025-10-06 03:03:45.458140+00:00
temperature_read,30000000000AA3,19.50,C,2025-10-06 03:03:45.458928+00:00
temperature_read,30000000000AA4,32.70,F,2025-10-06 03:03:45.459259+00:00
temperature_read,30000000000AA5,-2.80,C,2025-10-06 03:03:45.459743+00:00
temperature_read,30000000000AA6,31.90,F,2025-10-06 03:03:45.460168+00:00
temperature_read,30000000000AA8,18.70,C,2025-10-06 03:03:45.460805+00:00
temperature_read,30000000000AA9,9.10,F,2025-10-06 03:03:45.461060+00:00
temperature_read,30000000000AAB,34.80,F,2025-10-06 03:03:45.461692+00:00
